competition_id,juror_id,item_a,item_b,winner,comparison_created_at,comparison_cost
gg24,dev,OpenZeppelin/openzeppelin-contracts,Consensys/gnark-crypto,OpenZeppelin/openzeppelin-contracts,2025-10-23T08:11:17.541403+00:00,0.0005525
gg24,builder,smartcontracts/simple-optimism-node,otterscan/otterscan,smartcontracts/simple-optimism-node,2025-10-23T08:11:18.103963+00:00,0.000925
gg24,senior-dev,succinctlabs/sp1,aestus-relay/mev-boost-relay,succinctlabs/sp1,2025-10-23T08:11:18.109298+00:00,0.0006755
gg24,dev,shazow/whatsabi,otterscan/otterscan,otterscan/otterscan,2025-10-23T08:11:18.696829+00:00,0.00067475
gg24,dev,powdr-labs/powdr,Consensys/gnark-crypto,Consensys/gnark-crypto,2025-10-23T08:11:18.880607+00:00,0.0006815
gg24,meta,sigp/lighthouse,Consensys/gnark-crypto,sigp/lighthouse,2025-10-23T08:11:19.228529+00:00,0.00093025
gg24,builder,a16z/helios,ethereum/web3.py,ethereum/web3.py,2025-10-23T08:11:19.431803+00:00,0.00079325
gg24,founder,OpenZeppelin/openzeppelin-contracts,Consensys/gnark-crypto,OpenZeppelin/openzeppelin-contracts,2025-10-23T08:11:19.595511+00:00,0.000808
gg24,ethereum-dev,sigp/lighthouse,Consensys/gnark-crypto,sigp/lighthouse,2025-10-23T08:11:19.606590+00:00,0.0008045
gg24,builder,lambdaclass/ethrex,wevm/viem,wevm/viem,2025-10-23T08:11:19.630349+00:00,0.00092325
gg24,builder,sigp/lighthouse,Consensys/gnark-crypto,sigp/lighthouse,2025-10-23T08:11:19.643945+00:00,0.0008025
gg24,meta,powdr-labs/powdr,Consensys/gnark-crypto,Consensys/gnark-crypto,2025-10-23T08:11:19.751789+00:00,0.00106275
gg24,ethereum-dev,a16z/helios,ethereum/web3.py,ethereum/web3.py,2025-10-23T08:11:19.815556+00:00,0.00066725
gg24,meta,succinctlabs/sp1,dl-solarity/solidity-lib,succinctlabs/sp1,2025-10-23T08:11:19.836352+00:00,0.00092475
gg24,senior-dev,OpenZeppelin/openzeppelin-contracts,Consensys/gnark-crypto,OpenZeppelin/openzeppelin-contracts,2025-10-23T08:11:19.903402+00:00,0.0008085
gg24,dev,eth-infinitism/account-abstraction,vyperlang/titanoboa,eth-infinitism/account-abstraction,2025-10-23T08:11:19.962307+00:00,0.0007935
gg24,founder,ethpandaops/checkpointz,skalenetwork/libBLS,skalenetwork/libBLS,2025-10-23T08:11:20.199531+00:00,0.00106475
gg24,founder,lambdaclass/ethrex,wevm/viem,wevm/viem,2025-10-23T08:11:20.218418+00:00,0.00105325
gg24,dev,aestus-relay/mev-boost-relay,arkworks-rs/algebra,arkworks-rs/algebra,2025-10-23T08:11:20.223407+00:00,0.00118525
gg24,builder,eth-infinitism/account-abstraction,vyperlang/titanoboa,eth-infinitism/account-abstraction,2025-10-23T08:11:20.223848+00:00,0.000791
gg24,founder,sigp/lighthouse,Consensys/gnark-crypto,sigp/lighthouse,2025-10-23T08:11:20.233059+00:00,0.0008045
gg24,meta,a16z/helios,ethereum/web3.py,ethereum/web3.py,2025-10-23T08:11:20.255999+00:00,0.000921
gg24,ethereum-dev,powdr-labs/powdr,Consensys/gnark-crypto,Consensys/gnark-crypto,2025-10-23T08:11:20.306345+00:00,0.001065
gg24,dev,sigp/lighthouse,Consensys/gnark-crypto,sigp/lighthouse,2025-10-23T08:11:20.419299+00:00,0.001061
gg24,dev,lambdaclass/ethrex,wevm/viem,wevm/viem,2025-10-23T08:11:20.440268+00:00,0.00105375
gg24,ethereum-dev,lambdaclass/ethrex,wevm/viem,wevm/viem,2025-10-23T08:11:20.446720+00:00,0.00105325
gg24,senior-dev,aestus-relay/mev-boost-relay,arkworks-rs/algebra,arkworks-rs/algebra,2025-10-23T08:11:20.502438+00:00,0.00105725
gg24,senior-dev,shazow/whatsabi,otterscan/otterscan,otterscan/otterscan,2025-10-23T08:11:20.611547+00:00,0.00118675
gg24,founder,a16z/helios,ethereum/web3.py,ethereum/web3.py,2025-10-23T08:11:20.626170+00:00,0.00092325
gg24,builder,OpenZeppelin/openzeppelin-contracts,Consensys/gnark-crypto,OpenZeppelin/openzeppelin-contracts,2025-10-23T08:11:20.894113+00:00,0.000806
gg24,dev,ethpandaops/checkpointz,skalenetwork/libBLS,skalenetwork/libBLS,2025-10-23T08:11:20.902119+00:00,0.00119325
gg24,senior-dev,succinctlabs/sp1,dl-solarity/solidity-lib,succinctlabs/sp1,2025-10-23T08:11:21.015410+00:00,0.0013115
gg24,founder,powdr-labs/powdr,Consensys/gnark-crypto,Consensys/gnark-crypto,2025-10-23T08:11:21.053795+00:00,0.001449
gg24,dev,NethermindEth/nethermind,remix-project-org/remix-project,NethermindEth/nethermind,2025-10-23T08:11:21.101815+00:00,0.00105725
gg24,senior-dev,eth-infinitism/account-abstraction,vyperlang/titanoboa,eth-infinitism/account-abstraction,2025-10-23T08:11:21.214410+00:00,0.0009215
gg24,founder,succinctlabs/sp1,dl-solarity/solidity-lib,succinctlabs/sp1,2025-10-23T08:11:21.604075+00:00,0.001439
gg24,ethereum-dev,smartcontracts/simple-optimism-node,otterscan/otterscan,otterscan/otterscan,2025-10-23T08:11:21.604522+00:00,0.001183
gg24,ethereum-dev,OpenZeppelin/openzeppelin-contracts,Consensys/gnark-crypto,OpenZeppelin/openzeppelin-contracts,2025-10-23T08:11:21.674086+00:00,0.000936
gg24,senior-dev,powdr-labs/powdr,Consensys/gnark-crypto,Consensys/gnark-crypto,2025-10-23T08:11:21.690567+00:00,0.0011935
gg24,ethereum-dev,ethpandaops/checkpointz,skalenetwork/libBLS,skalenetwork/libBLS,2025-10-23T08:11:21.718594+00:00,0.00119275
gg24,founder,eth-infinitism/account-abstraction,vyperlang/titanoboa,eth-infinitism/account-abstraction,2025-10-23T08:11:21.740389+00:00,0.001049
gg24,builder,aestus-relay/mev-boost-relay,arkworks-rs/algebra,arkworks-rs/algebra,2025-10-23T08:11:21.789882+00:00,0.00105475
gg24,dev,EspressoSystems/jellyfish,smartcontracts/simple-optimism-node,smartcontracts/simple-optimism-node,2025-10-23T08:11:21.844513+00:00,0.00130975
gg24,meta,succinctlabs/sp1,aestus-relay/mev-boost-relay,succinctlabs/sp1,2025-10-23T08:11:21.938548+00:00,0.00118475
gg24,builder,NethermindEth/nethermind,remix-project-org/remix-project,NethermindEth/nethermind,2025-10-23T08:11:21.955294+00:00,0.00108675
gg24,builder,powdr-labs/powdr,Consensys/gnark-crypto,Consensys/gnark-crypto,2025-10-23T08:11:21.989534+00:00,0.001191
gg24,senior-dev,flashbots/mev-boost,vyperlang/vyper,flashbots/mev-boost,2025-10-23T08:11:21.995626+00:00,0.00118225
gg24,meta,OpenZeppelin/openzeppelin-contracts,Consensys/gnark-crypto,OpenZeppelin/openzeppelin-contracts,2025-10-23T08:11:22.036657+00:00,0.00106175
gg24,founder,succinctlabs/op-succinct,ethstaker/ethstaker-deposit-cli,succinctlabs/op-succinct,2025-10-23T08:11:22.111388+00:00,0.00105625
gg24,founder,otterscan/otterscan,succinctlabs/op-succinct,succinctlabs/op-succinct,2025-10-23T08:11:22.118206+00:00,0.001057
gg24,founder,NethermindEth/nethermind,remix-project-org/remix-project,NethermindEth/nethermind,2025-10-23T08:11:22.317403+00:00,0.00131275
gg24,founder,smartcontracts/simple-optimism-node,otterscan/otterscan,smartcontracts/simple-optimism-node,2025-10-23T08:11:22.412514+00:00,0.001311
gg24,dev,smartcontracts/simple-optimism-node,otterscan/otterscan,smartcontracts/simple-optimism-node,2025-10-23T08:11:22.478635+00:00,0.0011835
gg24,ethereum-dev,eth-infinitism/account-abstraction,vyperlang/titanoboa,eth-infinitism/account-abstraction,2025-10-23T08:11:22.484217+00:00,0.001433
gg24,dev,a16z/helios,ethereum/web3.py,ethereum/web3.py,2025-10-23T08:11:22.603621+00:00,0.00117975
gg24,dev,otterscan/otterscan,succinctlabs/op-succinct,succinctlabs/op-succinct,2025-10-23T08:11:22.622353+00:00,0.0010575
gg24,founder,aestus-relay/mev-boost-relay,arkworks-rs/algebra,arkworks-rs/algebra,2025-10-23T08:11:22.869314+00:00,0.00131275
gg24,meta,NethermindEth/nethermind,remix-project-org/remix-project,NethermindEth/nethermind,2025-10-23T08:11:22.980043+00:00,0.0011825
gg24,builder,succinctlabs/sp1,dl-solarity/solidity-lib,succinctlabs/sp1,2025-10-23T08:11:22.990247+00:00,0.001181
gg24,builder,succinctlabs/sp1,aestus-relay/mev-boost-relay,succinctlabs/sp1,2025-10-23T08:11:23.075506+00:00,0.001185
gg24,founder,EspressoSystems/jellyfish,smartcontracts/simple-optimism-node,smartcontracts/simple-optimism-node,2025-10-23T08:11:23.118235+00:00,0.00118125
gg24,meta,succinctlabs/op-succinct,ethstaker/ethstaker-deposit-cli,succinctlabs/op-succinct,2025-10-23T08:11:23.257562+00:00,0.00131
gg24,meta,otterscan/otterscan,succinctlabs/op-succinct,succinctlabs/op-succinct,2025-10-23T08:11:23.282540+00:00,0.00131075
gg24,senior-dev,ethpandaops/checkpointz,skalenetwork/libBLS,skalenetwork/libBLS,2025-10-23T08:11:23.324090+00:00,0.00132125
gg24,dev,succinctlabs/op-succinct,ethstaker/ethstaker-deposit-cli,succinctlabs/op-succinct,2025-10-23T08:11:23.446607+00:00,0.00144075
gg24,senior-dev,NethermindEth/nethermind,remix-project-org/remix-project,NethermindEth/nethermind,2025-10-23T08:11:23.513541+00:00,0.00118525
gg24,ethereum-dev,flashbots/mev-boost,vyperlang/vyper,flashbots/mev-boost,2025-10-23T08:11:23.520624+00:00,0.00118175
gg24,meta,aestus-relay/mev-boost-relay,arkworks-rs/algebra,arkworks-rs/algebra,2025-10-23T08:11:23.523649+00:00,0.0015665
gg24,builder,EspressoSystems/jellyfish,smartcontracts/simple-optimism-node,smartcontracts/simple-optimism-node,2025-10-23T08:11:23.539307+00:00,0.00143525
gg24,builder,succinctlabs/op-succinct,ethstaker/ethstaker-deposit-cli,succinctlabs/op-succinct,2025-10-23T08:11:23.649435+00:00,0.00131025
