competition_id,method,rank,item,weight
gg24,bradley-terry-regularized,1,argotorg/solidity,0.4288419359652527
gg24,bradley-terry-regularized,2,ethereum/EIPs,0.18636182372663962
gg24,bradley-terry-regularized,3,ethereum/go-ethereum,0.16844307520836488
gg24,bradley-terry-regularized,4,OpenZeppelin/openzeppelin-contracts,0.07011191911031518
gg24,bradley-terry-regularized,5,ethereum/consensus-specs,0.039083721678734785
gg24,bradley-terry-regularized,6,NomicFoundation/hardhat,0.0319825006866383
gg24,bradley-terry-regularized,7,ethers-io/ethers.js,0.02194889677681025
gg24,bradley-terry-regularized,8,OffchainLabs/prysm,0.013863970885603955
gg24,bradley-terry-regularized,9,supranational/blst,0.006780548984932868
gg24,bradley-terry-regularized,10,erigontech/erigon,0.005362078334615584
gg24,bradley-terry-regularized,10,foundry-rs/foundry,0.005362078334615584
gg24,bradley-terry-regularized,11,sigp/lighthouse,0.004893510076194529
gg24,bradley-terry-regularized,12,ethereum/execution-apis,0.003435797913569005
gg24,bradley-terry-regularized,13,remix-project-org/remix-project,0.0031537045340411193
gg24,bradley-terry-regularized,14,NethermindEth/nethermind,0.002665103867090381
gg24,bradley-terry-regularized,15,ethereum/web3.py,0.0015830486738117754
gg24,bradley-terry-regularized,16,flashbots/mev-boost,0.0014662816490578227
gg24,bradley-terry-regularized,17,Consensys/teku,0.000978756715232237
gg24,bradley-terry-regularized,18,hyperledger/besu,0.0004101673130558883
gg24,bradley-terry-regularized,19,libp2p/libp2p,0.00038698272719554826
gg24,bradley-terry-regularized,20,wevm/viem,0.00033565143457600513
gg24,bradley-terry-regularized,21,flashbots/mev-boost-relay,0.0002624620470391393
gg24,bradley-terry-regularized,22,argotorg/sourcify,0.0002184410330670978
gg24,bradley-terry-regularized,23,ethereum/js-ethereum-cryptography,0.00020226832669745503
gg24,bradley-terry-regularized,24,ChainSafe/lodestar,0.00018746900021170338
gg24,bradley-terry-regularized,25,safe-global/safe-smart-account,0.00018281628147636127
gg24,bradley-terry-regularized,26,paradigmxyz/reth,0.00017390251388889823
gg24,bradley-terry-regularized,27,vyperlang/vyper,0.00015752031735526581
gg24,bradley-terry-regularized,28,ethereum/py_ecc,0.0001428590171328414
gg24,bradley-terry-regularized,29,wighawag/hardhat-deploy,0.0001328621184744308
gg24,bradley-terry-regularized,30,paulmillr/noble-curves,0.0001207157317913921
gg24,bradley-terry-regularized,31,blockscout/blockscout,0.00010471033656618226
gg24,bradley-terry-regularized,32,ipsilon/evmone,9.311621619747422e-05
gg24,bradley-terry-regularized,33,herumi/mcl,9.096612199543773e-05
gg24,bradley-terry-regularized,34,LFDT-web3j/web3j,7.640013701736567e-05
gg24,bradley-terry-regularized,35,scaffold-eth/scaffold-eth-2,4.450826167854819e-05
gg24,bradley-terry-regularized,36,l2beat/l2beat,4.154419734381469e-05
gg24,bradley-terry-regularized,37,ethereum-lists/chains,3.877483122924088e-05
gg24,bradley-terry-regularized,38,eth-infinitism/account-abstraction,3.6186652369270856e-05
gg24,bradley-terry-regularized,39,Vectorized/solady,2.497012169446497e-05
gg24,bradley-terry-regularized,40,arkworks-rs/algebra,2.439309215071994e-05
gg24,bradley-terry-regularized,40,status-im/nimbus-eth2,2.439309215071994e-05
gg24,bradley-terry-regularized,41,protofire/solhint,2.2209022022672243e-05
gg24,bradley-terry-regularized,42,Consensys/gnark-crypto,1.8824341719914756e-05
gg24,bradley-terry-regularized,42,flashbots/rbuilder,1.8824341719914756e-05
gg24,bradley-terry-regularized,43,Nethereum/Nethereum,1.795022379029051e-05
gg24,bradley-terry-regularized,44,erigontech/silkworm,1.555013882705967e-05
gg24,bradley-terry-regularized,44,taikoxyz/taiko-mono,1.555013882705967e-05
gg24,bradley-terry-regularized,45,argotorg/hevm,1.1337593003337022e-05
gg24,bradley-terry-regularized,46,DefiLlama/DefiLlama-Adapters,7.610493914237762e-06
gg24,bradley-terry-regularized,47,Plonky3/Plonky3,5.32774890589195e-06
gg24,bradley-terry-regularized,48,ChainSafe/bls,5.192633337290795e-06
gg24,bradley-terry-regularized,49,ApeWorX/ape,4.565320035614647e-06
gg24,bradley-terry-regularized,50,ethstaker/eth-docker,3.6178378947792935e-06
gg24,bradley-terry-regularized,51,Certora/CertoraProver,3.347634190308404e-06
gg24,bradley-terry-regularized,52,DefiLlama/chainlist,3.178852496097981e-06
gg24,bradley-terry-regularized,53,intellij-solidity/intellij-solidity,2.160476435243995e-06
gg24,bradley-terry-regularized,54,dappnode/DAppNode,1.7188253420533112e-06
gg24,bradley-terry-regularized,55,wealdtech/ethdo,1.3386430880757305e-06
gg24,bradley-terry-regularized,56,lambdaclass/lambdaworks,9.072666406523401e-07
gg24,bradley-terry-regularized,57,succinctlabs/sp1,8.859006339056859e-07
gg24,bradley-terry-regularized,58,a16z/helios,8.058071955908131e-07
gg24,bradley-terry-regularized,59,TrueBlocks/trueblocks-core,6.382989048021483e-07
gg24,bradley-terry-regularized,60,ethpandaops/ethereum-helm-charts,6.237781245390145e-07
gg24,bradley-terry-regularized,61,succinctlabs/op-succinct,4.968846835875284e-07
gg24,bradley-terry-regularized,62,EspressoSystems/jellyfish,4.85833510368654e-07
gg24,bradley-terry-regularized,63,shazow/whatsabi,4.344257157540148e-07
gg24,bradley-terry-regularized,63,smartcontracts/simple-optimism-node,4.344257157540148e-07
gg24,bradley-terry-regularized,64,skalenetwork/libBLS,3.9751729102003344e-07
gg24,bradley-terry-regularized,65,0xMiden/miden-vm,2.4057355854158305e-07
gg24,bradley-terry-regularized,66,argotorg/fe,2.0676108438249262e-07
gg24,bradley-terry-regularized,67,alloy-rs/alloy,1.9376230103416462e-07
gg24,bradley-terry-regularized,68,a16z/halmos,1.896110953543134e-07
gg24,bradley-terry-regularized,69,lambdaclass/ethrex,1.815683991023342e-07
gg24,bradley-terry-regularized,70,ethpandaops/ethereum-package,1.7385846726045654e-07
gg24,bradley-terry-regularized,71,grandinetech/grandine,1.7385846726045622e-07
gg24,bradley-terry-regularized,72,otterscan/otterscan,1.593758829910059e-07
gg24,bradley-terry-regularized,73,NethermindEth/juno,1.5257474798285578e-07
gg24,bradley-terry-regularized,74,Cyfrin/aderyn,1.4604931794777293e-07
gg24,bradley-terry-regularized,74,holiman/goevmlab,1.4604931794777293e-07
gg24,bradley-terry-regularized,75,Commit-Boost/commit-boost-client,1.308620142268099e-07
gg24,bradley-terry-regularized,76,OffchainLabs/stylus-sdk-rs,9.140644633754595e-08
gg24,bradley-terry-regularized,77,succinctlabs/rsp,7.956434039761567e-08
gg24,bradley-terry-regularized,78,edb-rs/edb,7.772324470154837e-08
gg24,bradley-terry-regularized,79,evmts/tevm-monorepo,6.268253064884122e-08
gg24,bradley-terry-regularized,80,aestus-relay/mev-boost-relay,5.5403170533604245e-08
gg24,bradley-terry-regularized,81,risc0/risc0-ethereum,5.007119569219136e-08
gg24,bradley-terry-regularized,82,ethstaker/ethstaker-deposit-cli,4.514107375454798e-08
gg24,bradley-terry-regularized,83,ethpandaops/checkpointz,3.9499066561340874e-08
gg24,bradley-terry-regularized,84,vyperlang/titanoboa,3.637154044502285e-08
gg24,bradley-terry-regularized,85,powdr-labs/powdr,3.5369653731835074e-08
gg24,bradley-terry-regularized,86,dl-solarity/solidity-lib,2.179473098236088e-08
gg24,bradley-terry-regularized,87,axiom-crypto/snark-verifier,1.9039746815330723e-08
gg24,bradley-terry-regularized,88,swiss-knife-xyz/swiss-knife,1.4744558142150562e-08
gg24,bradley-terry-regularized,89,ethdebug/format,1.4182111578502253e-08
gg24,bradley-terry-regularized,90,lambdaclass/lambda_ethereum_consensus,1.0575649814382953e-08
gg24,bradley-terry-regularized,91,argotorg/act,3.0784440635146196e-09
