competition_id,method,rank,item,weight
gg24,rank-centrality,1,argotorg/solidity,0.7620123260752605
gg24,rank-centrality,2,ethereum/EIPs,0.14123906033509634
gg24,rank-centrality,3,ethereum/go-ethereum,0.09505427777439142
gg24,rank-centrality,4,OpenZeppelin/openzeppelin-contracts,0.0012994792085760422
gg24,rank-centrality,5,ethereum/consensus-specs,0.000246984979585974
gg24,rank-centrality,6,NomicFoundation/hardhat,8.457802517339236e-05
gg24,rank-centrality,7,ethers-io/ethers.js,4.647752002532967e-05
gg24,rank-centrality,8,OffchainLabs/prysm,1.0803657135262509e-05
gg24,rank-centrality,9,foundry-rs/foundry,2.9445090257882975e-06
gg24,rank-centrality,10,supranational/blst,9.693379982301172e-07
gg24,rank-centrality,11,erigontech/erigon,5.414684334147246e-07
gg24,rank-centrality,12,ethereum/execution-apis,4.7044599891756307e-07
gg24,rank-centrality,13,sigp/lighthouse,4.591490523291096e-07
gg24,rank-centrality,14,NethermindEth/nethermind,2.046946491456009e-07
gg24,rank-centrality,15,remix-project-org/remix-project,1.8251708371352761e-07
gg24,rank-centrality,16,libp2p/libp2p,6.691720990669588e-08
gg24,rank-centrality,17,flashbots/mev-boost,6.402180242927852e-08
gg24,rank-centrality,18,ethereum/web3.py,5.314370794174764e-08
gg24,rank-centrality,19,Consensys/teku,1.0346316075142679e-08
gg24,rank-centrality,20,hyperledger/besu,8.191811946468098e-09
gg24,rank-centrality,21,wevm/viem,4.9143765655341e-09
gg24,rank-centrality,22,ethereum/js-ethereum-cryptography,3.127864687065432e-09
gg24,rank-centrality,23,paulmillr/noble-curves,2.9822629137740723e-09
gg24,rank-centrality,24,safe-global/safe-smart-account,2.9264324878784496e-09
gg24,rank-centrality,25,ethereum-lists/chains,2.6387762098569033e-09
gg24,rank-centrality,26,flashbots/mev-boost-relay,2.002894207087372e-09
gg24,rank-centrality,27,argotorg/sourcify,1.883292594620129e-09
gg24,rank-centrality,28,ipsilon/evmone,1.822314914766552e-09
gg24,rank-centrality,29,vyperlang/vyper,1.811691245141208e-09
gg24,rank-centrality,30,wighawag/hardhat-deploy,1.6807609954411237e-09
gg24,rank-centrality,31,herumi/mcl,1.5796858303319041e-09
gg24,rank-centrality,32,eth-infinitism/account-abstraction,1.5721884520191572e-09
gg24,rank-centrality,33,ethereum/py_ecc,1.426975057096426e-09
gg24,rank-centrality,34,paradigmxyz/reth,1.0387903568312843e-09
gg24,rank-centrality,35,ChainSafe/lodestar,9.221939412732153e-10
gg24,rank-centrality,36,LFDT-web3j/web3j,7.697623013599322e-10
gg24,rank-centrality,37,blockscout/blockscout,7.112758445610322e-10
gg24,rank-centrality,38,Vectorized/solady,5.202484414834581e-10
gg24,rank-centrality,39,arkworks-rs/algebra,4.360726440412652e-10
gg24,rank-centrality,40,l2beat/l2beat,3.8305576234290606e-10
gg24,rank-centrality,41,erigontech/silkworm,3.16876355846725e-10
gg24,rank-centrality,42,protofire/solhint,3.125127780161751e-10
gg24,rank-centrality,43,scaffold-eth/scaffold-eth-2,2.7144682876484033e-10
gg24,rank-centrality,44,Plonky3/Plonky3,2.671960979772305e-10
gg24,rank-centrality,45,ChainSafe/bls,2.670373231730878e-10
gg24,rank-centrality,46,ethstaker/eth-docker,2.464365727345284e-10
gg24,rank-centrality,47,status-im/nimbus-eth2,1.6098862785738955e-10
gg24,rank-centrality,48,flashbots/rbuilder,1.1691481963145664e-10
gg24,rank-centrality,49,taikoxyz/taiko-mono,1.1674133053730763e-10
gg24,rank-centrality,50,Nethereum/Nethereum,1.017454180954643e-10
gg24,rank-centrality,51,Consensys/gnark-crypto,9.551425841231335e-11
gg24,rank-centrality,52,argotorg/hevm,7.925486863506321e-11
gg24,rank-centrality,53,DefiLlama/DefiLlama-Adapters,4.0769844917154985e-11
gg24,rank-centrality,54,ApeWorX/ape,1.737296182582301e-11
gg24,rank-centrality,55,Certora/CertoraProver,1.706276600450449e-11
gg24,rank-centrality,56,ethstaker/ethstaker-deposit-cli,1.666456760143651e-11
gg24,rank-centrality,57,DefiLlama/chainlist,1.5658920783066894e-11
gg24,rank-centrality,58,intellij-solidity/intellij-solidity,1.4828398123988252e-11
gg24,rank-centrality,59,dappnode/DAppNode,5.906920422621043e-12
gg24,rank-centrality,60,lambdaclass/lambdaworks,3.783377146487185e-12
gg24,rank-centrality,61,wealdtech/ethdo,3.546515032179844e-12
gg24,rank-centrality,62,succinctlabs/sp1,2.8436581102721237e-12
gg24,rank-centrality,63,smartcontracts/simple-optimism-node,2.4302368101444305e-12
gg24,rank-centrality,64,ethpandaops/ethereum-helm-charts,1.6948158639070908e-12
gg24,rank-centrality,65,succinctlabs/op-succinct,1.4958418430058039e-12
gg24,rank-centrality,66,shazow/whatsabi,1.4397890736196346e-12
gg24,rank-centrality,67,skalenetwork/libBLS,1.2948410725411299e-12
gg24,rank-centrality,68,grandinetech/grandine,1.2866655543750908e-12
gg24,rank-centrality,69,0xMiden/miden-vm,1.0051360506241276e-12
gg24,rank-centrality,70,Commit-Boost/commit-boost-client,9.99999999979262e-13
gg24,rank-centrality,70,Cyfrin/aderyn,9.99999999979262e-13
gg24,rank-centrality,70,EspressoSystems/jellyfish,9.99999999979262e-13
gg24,rank-centrality,70,NethermindEth/juno,9.99999999979262e-13
gg24,rank-centrality,70,OffchainLabs/stylus-sdk-rs,9.99999999979262e-13
gg24,rank-centrality,70,TrueBlocks/trueblocks-core,9.99999999979262e-13
gg24,rank-centrality,70,a16z/halmos,9.99999999979262e-13
gg24,rank-centrality,70,a16z/helios,9.99999999979262e-13
gg24,rank-centrality,70,aestus-relay/mev-boost-relay,9.99999999979262e-13
gg24,rank-centrality,70,alloy-rs/alloy,9.99999999979262e-13
gg24,rank-centrality,70,argotorg/act,9.99999999979262e-13
gg24,rank-centrality,70,argotorg/fe,9.99999999979262e-13
gg24,rank-centrality,70,axiom-crypto/snark-verifier,9.99999999979262e-13
gg24,rank-centrality,70,deepfunding/dependency-graph,9.99999999979262e-13
gg24,rank-centrality,70,dl-solarity/solidity-lib,9.99999999979262e-13
gg24,rank-centrality,70,edb-rs/edb,9.99999999979262e-13
gg24,rank-centrality,70,ethdebug/format,9.99999999979262e-13
gg24,rank-centrality,70,ethpandaops/checkpointz,9.99999999979262e-13
gg24,rank-centrality,70,ethpandaops/ethereum-package,9.99999999979262e-13
gg24,rank-centrality,70,evmts/tevm-monorepo,9.99999999979262e-13
gg24,rank-centrality,70,holiman/goevmlab,9.99999999979262e-13
gg24,rank-centrality,70,lambdaclass/ethrex,9.99999999979262e-13
gg24,rank-centrality,70,lambdaclass/lambda_ethereum_consensus,9.99999999979262e-13
gg24,rank-centrality,70,otterscan/otterscan,9.99999999979262e-13
gg24,rank-centrality,70,powdr-labs/powdr,9.99999999979262e-13
gg24,rank-centrality,70,risc0/risc0-ethereum,9.99999999979262e-13
gg24,rank-centrality,70,succinctlabs/rsp,9.99999999979262e-13
gg24,rank-centrality,70,swiss-knife-xyz/swiss-knife,9.99999999979262e-13
gg24,rank-centrality,70,vyperlang/titanoboa,9.99999999979262e-13
