competition_id,juror_id,item_a,item_b,winner,comparison_created_at,comparison_cost
gg24,dev,PracticalParticle/Bloxchain-Protocol,risc0/risc0-ethereum,risc0/risc0-ethereum,2025-10-21T15:14:56.690073+00:00,0.001205
gg24,dev,ethstaker/eth-docker,openvm-org/stark-backend,ethstaker/eth-docker,2025-10-21T15:14:57.150909+00:00,0.00068025
gg24,dev,ethereum/py_ecc,Layr-Labs/devkit-cli,ethereum/py_ecc,2025-10-21T15:14:57.691854+00:00,0.000685
gg24,dev,axiom-crypto/axiom-api-cli,ChainSafe/bls,ChainSafe/bls,2025-10-21T15:14:57.859880+00:00,0.00068225
gg24,dev,iden3/go-iden3-crypto,iden3/snarkjs,iden3/snarkjs,2025-10-21T15:14:57.941540+00:00,0.00094175
gg24,dev,Rocket-Rescue-Node/rescue-ui,wealdtech/ethereal,wealdtech/ethereal,2025-10-21T15:14:58.132058+00:00,0.000807
gg24,dev,ConsenSysDiligence/sol-dbg,wighawag/hardhat-deploy,wighawag/hardhat-deploy,2025-10-21T15:14:58.388058+00:00,0.0008115
gg24,dev,ponkila/HomestakerOS,Verified-zkEVM/VCV-io,Verified-zkEVM/VCV-io,2025-10-21T15:14:58.422625+00:00,0.0009415
gg24,dev,han0110/hash-sig-agg,intellij-solidity/intellij-solidity,intellij-solidity/intellij-solidity,2025-10-21T15:14:58.437423+00:00,0.00068
gg24,dev,ephemery-testnet/ephemery-genesis,stake-house/eth-wizard,stake-house/eth-wizard,2025-10-21T15:14:58.771858+00:00,0.00080775
gg24,dev,flashbots/mev-boost-relay,ProjectZKM/zkm-prover,flashbots/mev-boost-relay,2025-10-21T15:14:58.828615+00:00,0.00119525
gg24,dev,arnaucube/poseidon-rs,openintentsframework/oif-solver,arnaucube/poseidon-rs,2025-10-21T15:14:59.160342+00:00,0.00081175
gg24,dev,DefiLlama/DefiLlama-Adapters,gattaca-com/helix,DefiLlama/DefiLlama-Adapters,2025-10-21T15:14:59.363672+00:00,0.00093475
