competition_id,juror_id,item_a,item_b,winner,comparison_created_at,comparison_cost
gg24,meta,orbitdb/orbitdb,ethaccount/SAManager,orbitdb/orbitdb,2025-10-21T18:16:33.323116+00:00,0.0005375
gg24,dev,axiom-crypto/axiom-api-cli,LFDT-web3j/web3j,LFDT-web3j/web3j,2025-10-21T18:16:33.353227+00:00,0.0004165
gg24,ethereum-dev,openlabelsinitiative/OLI,brevis-network/Pico-zkCoprocessor,openlabelsinitiative/OLI,2025-10-21T18:16:34.805569+00:00,0.00079575
gg24,dev,taikoxyz/raiko,supranational/blst,supranational/blst,2025-10-21T18:16:35.018411+00:00,0.00080175
gg24,dev,orbitdb/orbitdb,ethaccount/SAManager,orbitdb/orbitdb,2025-10-21T18:16:35.040888+00:00,0.00079625
gg24,builder,dusk-network/Poseidon252,Zokrates/ZoKrates,Zokrates/ZoKrates,2025-10-21T18:16:35.089880+00:00,0.000794
gg24,founder,Verified-zkEVM/iris-lean,Consensys/gnark-crypto,Consensys/gnark-crypto,2025-10-21T18:16:35.186473+00:00,0.000810
gg24,founder,risc0/risc0-ethereum,blockblaz/zeam,risc0/risc0-ethereum,2025-10-21T18:16:35.267963+00:00,0.00079825
gg24,dev,ChainSafe/bls,boundless-xyz/steel,ChainSafe/bls,2025-10-21T18:16:35.468689+00:00,0.00092475
gg24,dev,dusk-network/Poseidon252,Zokrates/ZoKrates,Zokrates/ZoKrates,2025-10-21T18:16:35.545062+00:00,0.0005405
gg24,builder,pcaversaccio/safe-tx-hashes-util,shazow/whatsabi,shazow/whatsabi,2025-10-21T18:16:35.692164+00:00,0.00080625
gg24,dev,openlabelsinitiative/OLI,brevis-network/Pico-zkCoprocessor,openlabelsinitiative/OLI,2025-10-21T18:16:35.780463+00:00,0.00092425
gg24,ethereum-dev,ChainSafe/bls,boundless-xyz/steel,ChainSafe/bls,2025-10-21T18:16:35.849883+00:00,0.00092425
gg24,senior-dev,dusk-network/Poseidon252,Zokrates/ZoKrates,Zokrates/ZoKrates,2025-10-21T18:16:35.896416+00:00,0.0009245
gg24,builder,risc0/risc0-ethereum,blockblaz/zeam,risc0/risc0-ethereum,2025-10-21T18:16:36.087623+00:00,0.00092425
gg24,meta,stake-house/wagyu-key-gen,l2beat/l2beat,l2beat/l2beat,2025-10-21T18:16:36.101521+00:00,0.0009215
gg24,founder,pcaversaccio/safe-tx-hashes-util,shazow/whatsabi,shazow/whatsabi,2025-10-21T18:16:36.139684+00:00,0.00093625
gg24,ethereum-dev,orbitdb/orbitdb,wealdtech/ethdo,wealdtech/ethdo,2025-10-21T18:16:36.239012+00:00,0.0009205
