competition_id,juror_id,item_a,item_b,winner,comparison_created_at,comparison_cost
gg24,ethereum-dev,iden3/circomlib,Raiders0786/digibastion,iden3/circomlib,2025-10-21T15:36:02.349834+00:00,0.0000550
gg24,ethereum-dev,flashbots/mev-boost,Pier-Two/Lantern.Discv5,flashbots/mev-boost,2025-10-21T15:36:02.519148+00:00,0.0000537
gg24,ethereum-dev,AgnopraxLab/D2PFuzz,ithacaxyz/porto,AgnopraxLab/D2PFuzz,2025-10-21T15:36:02.582556+00:00,0.0000531
gg24,ethereum-dev,openintentsframework/oif-solver,succinctlabs/op-succinct,succinctlabs/op-succinct,2025-10-21T15:36:02.583212+00:00,0.0000546
gg24,ethereum-dev,ethstaker/eth-docker,Lay3rLabs/WAVS,ethstaker/eth-docker,2025-10-21T15:36:02.583855+00:00,0.0000515
gg24,ethereum-dev,iden3/go-iden3-crypto,succinctlabs/sp1,succinctlabs/sp1,2025-10-21T15:36:02.584454+00:00,0.0000551
gg24,ethereum-dev,migalabs/armiarma,NethermindEth/sedge,NethermindEth/sedge,2025-10-21T15:36:02.833978+00:00,0.0000543
gg24,ethereum-dev,ethstaker/ethstaker-deposit-cli,han0110/hash-sig-agg,ethstaker/ethstaker-deposit-cli,2025-10-21T15:36:02.834560+00:00,0.0000526
gg24,ethereum-dev,EOA-Blockchain-Labs/ethereumonarm,evmts/guillotine,EOA-Blockchain-Labs/ethereumonarm,2025-10-21T15:36:02.835125+00:00,0.0000535
gg24,ethereum-dev,CryptoExperts/poseidon,powdr-labs/powdr,powdr-labs/powdr,2025-10-21T15:36:02.835679+00:00,0.0000509
gg24,ethereum-dev,growthepie/gtp-backend,iden3/circomlib,iden3/circomlib,2025-10-21T15:36:02.836240+00:00,0.0000522
gg24,ethereum-dev,a16z/halmos,aestus-relay/mev-boost-relay,aestus-relay/mev-boost-relay,2025-10-21T15:36:03.150641+00:00,0.0000537
gg24,ethereum-dev,attestantio/vouch,Plonky3/Plonky3,Plonky3/Plonky3,2025-10-21T15:36:03.151214+00:00,0.0000515
gg24,ethereum-dev,EOA-Blockchain-Labs/ethereumonarm,ethereum-attestation-service/eas-contracts,ethereum-attestation-service/eas-contracts,2025-10-21T15:36:03.151774+00:00,0.0000544
gg24,ethereum-dev,ethstaker/eth-docker,growthepie/gtp-backend,ethstaker/eth-docker,2025-10-21T15:36:03.152406+00:00,0.0000523
gg24,ethereum-dev,Verified-zkEVM/iris-lean,ithacaxyz/porto,ithacaxyz/porto,2025-10-21T15:36:03.152960+00:00,0.0000526
gg24,ethereum-dev,b-wagn/hash-sig,ethui/ethui,ethui/ethui,2025-10-21T15:36:03.153512+00:00,0.0000531
gg24,ethereum-dev,0xPolygonHermez/zisk-eth-client,pcaversaccio/safe-tx-hashes-util,pcaversaccio/safe-tx-hashes-util,2025-10-21T15:36:03.154065+00:00,0.0000559
gg24,ethereum-dev,Verified-zkEVM/iris-lean,BuidlGuidl/buidlguidl-client,Verified-zkEVM/iris-lean,2025-10-21T15:36:03.154617+00:00,0.0000544
gg24,ethereum-dev,indutny/elliptic,skalenetwork/libBLS,indutny/elliptic,2025-10-21T15:36:03.155175+00:00,0.0000573
gg24,ethereum-dev,risc0/RustCrypto-elliptic-curves,succinctlabs/sp1,succinctlabs/sp1,2025-10-21T15:36:03.155732+00:00,0.0000559
gg24,ethereum-dev,EspressoSystems/hyperplonk,indutny/elliptic,indutny/elliptic,2025-10-21T15:36:03.799573+00:00,0.0000503
