competition_id,juror_id,item_a,item_b,winner,comparison_created_at,comparison_cost
gg24,dev,beaconlabs-io/muse,PolyhedraZK/Expander,PolyhedraZK/Expander,2025-10-21T14:44:16.386144+00:00,0.000685
gg24,dev,growthepie/gtp-dna,swiss-knife-xyz/swiss-knife,swiss-knife-xyz/swiss-knife,2025-10-21T14:44:16.997461+00:00,0.000556
gg24,dev,orbitdb/orbitdb,ritual-net/infernet-node,orbitdb/orbitdb,2025-10-21T14:44:17.664932+00:00,0.00093925
gg24,dev,aestus-relay/mev-boost-relay,indutny/elliptic,indutny/elliptic,2025-10-21T14:44:17.942465+00:00,0.00106975
gg24,dev,flashbots/mev-boost,lambdaclass/ethrex,flashbots/mev-boost,2025-10-21T14:44:18.206090+00:00,0.0006865
gg24,dev,orbitdb/orbitdb,sumitvekariya/sol2seq,orbitdb/orbitdb,2025-10-21T14:44:18.227177+00:00,0.00106675
gg24,dev,orbitdb/orbitdb,rollup-fortress/uncensored,orbitdb/orbitdb,2025-10-21T14:44:18.755805+00:00,0.00081075
gg24,dev,ethui/ethui,l2beat/l2beat,l2beat/l2beat,2025-10-21T14:44:18.832966+00:00,0.00080825
gg24,dev,manojkgorle/brainfuckvm,serenita-org/vero,serenita-org/vero,2025-10-21T14:44:18.989147+00:00,0.001069
gg24,dev,easpulse/easpulse.com,iggy-social/iggy-social-frontend,easpulse/easpulse.com,2025-10-21T14:44:19.034800+00:00,0.00107075
gg24,dev,otterscan/otterscan,protofire/solhint,protofire/solhint,2025-10-21T14:44:19.248068+00:00,0.00094025
gg24,dev,brevis-network/Pico-zkCoprocessor,ithacaxyz/account,ithacaxyz/account,2025-10-21T14:44:19.425196+00:00,0.001065
gg24,dev,iden3/circomlib,Verified-zkEVM/VCV-io,iden3/circomlib,2025-10-21T14:44:19.436775+00:00,0.001067
gg24,dev,HorizenLabs/poseidon2,shutter-network/rolling-shutter,HorizenLabs/poseidon2,2025-10-21T14:44:19.443488+00:00,0.001064
gg24,dev,BootNodeDev/intents-framework,boundless-xyz/steel,BootNodeDev/intents-framework,2025-10-21T14:44:19.561511+00:00,0.00106575
gg24,dev,a16z/halmos,TobiWo/eth-duties,a16z/halmos,2025-10-21T14:44:19.704753+00:00,0.000808
gg24,dev,blockscout/blockscout,ithacaxyz/account,blockscout/blockscout,2025-10-21T14:44:19.740328+00:00,0.00068275
gg24,dev,0xFacet/facet-node,succinctlabs/network,succinctlabs/network,2025-10-21T14:44:19.892041+00:00,0.0008105
gg24,dev,axiom-crypto/snark-verifier,stake-house/eth-wizard,stake-house/eth-wizard,2025-10-21T14:44:19.913392+00:00,0.00118975
gg24,dev,enscribexyz/enscribe,supranational/blst,supranational/blst,2025-10-21T14:44:19.921414+00:00,0.000934
gg24,dev,corpus-core/colibri-stateless,DefiLlama/DefiLlama-Adapters,DefiLlama/DefiLlama-Adapters,2025-10-21T14:44:20.015985+00:00,0.00093775
gg24,dev,dewdrip/eth-mobile,openvm-org/openvm,openvm-org/openvm,2025-10-21T14:44:20.178071+00:00,0.001063
gg24,dev,Elefria-Labs/evm-tools,iden3/go-iden3-crypto,iden3/go-iden3-crypto,2025-10-21T14:44:20.191722+00:00,0.0009405
gg24,dev,BuidlGuidl/buidlguidl-client,ponkila/HomestakerOS,BuidlGuidl/buidlguidl-client,2025-10-21T14:44:20.218732+00:00,0.0014525
gg24,dev,easpulse/easpulse.com,opensource-observer/oso,easpulse/easpulse.com,2025-10-21T14:44:20.241045+00:00,0.001067
gg24,dev,b-wagn/hash-sig,Zokrates/ZoKrates,Zokrates/ZoKrates,2025-10-21T14:44:20.332904+00:00,0.000683
gg24,dev,circuitscan/circuitscan,OpenZeppelin/openzeppelin-relayer,OpenZeppelin/openzeppelin-relayer,2025-10-21T14:44:20.339390+00:00,0.000808
gg24,dev,attestantio/vouch,beaconlabs-io/muse,attestantio/vouch,2025-10-21T14:44:20.420957+00:00,0.001319
gg24,dev,herumi/bls,sumitvekariya/sol2seq,herumi/bls,2025-10-21T14:44:20.431843+00:00,0.000934
gg24,dev,Jam516/BundleBear,risc0/zirgen,risc0/zirgen,2025-10-21T14:44:20.560282+00:00,0.000806
gg24,dev,pcaversaccio/safe-tx-hashes-util,stake-house/eth-wizard,stake-house/eth-wizard,2025-10-21T14:44:20.646915+00:00,0.00132775
gg24,dev,jolly-roger-eth/ethereum-indexer,NethermindEth/sedge,NethermindEth/sedge,2025-10-21T14:44:20.710989+00:00,0.00145325
