competition_id,juror_id,item_a,item_b,winner,comparison_created_at,comparison_cost
gg24,founder,axiom-crypto/axiom-api-cli,orbitdb/orbitdb,orbitdb/orbitdb,2025-10-21T18:21:20.985804+00:00,0.00054175
gg24,builder,sumitvekariya/sol2seq,Certora/CertoraProver,Certora/CertoraProver,2025-10-21T18:21:21.844413+00:00,0.00054575
gg24,founder,sumitvekariya/sol2seq,Certora/CertoraProver,Certora/CertoraProver,2025-10-21T18:21:21.886393+00:00,0.00054775
gg24,dev,sumitvekariya/sol2seq,Certora/CertoraProver,Certora/CertoraProver,2025-10-21T18:21:22.378591+00:00,0.00080425
gg24,dev,han0110/bench-hash-in-snark,triplewz/poseidon,triplewz/poseidon,2025-10-21T18:21:22.705397+00:00,0.000668
gg24,dev,blockblaz/zeam,corpus-core/colibri-stateless,blockblaz/zeam,2025-10-21T18:21:22.711066+00:00,0.000796
gg24,dev,OffchainLabs/stylus-sdk-rs,ethstaker/eth-docker,ethstaker/eth-docker,2025-10-21T18:21:23.001750+00:00,0.0006695
gg24,ethereum-dev,sumitvekariya/sol2seq,Certora/CertoraProver,Certora/CertoraProver,2025-10-21T18:21:23.048925+00:00,0.00067575
gg24,meta,EOA-Blockchain-Labs/ethereumonarm,brevis-network/Pico-zkCoprocessor,EOA-Blockchain-Labs/ethereumonarm,2025-10-21T18:21:23.211381+00:00,0.00067025
gg24,senior-dev,sumitvekariya/sol2seq,Certora/CertoraProver,Certora/CertoraProver,2025-10-21T18:21:23.349761+00:00,0.00080425
gg24,ethereum-dev,supranational/blst,OffchainLabs/stylus-sdk-rs,supranational/blst,2025-10-21T18:21:23.475966+00:00,0.00079725
gg24,dev,ritual-net/infernet-node,ithacaxyz/account,ithacaxyz/account,2025-10-21T18:21:23.644768+00:00,0.00067075
gg24,meta,Blobscan/blobscan,Layr-Labs/devkit-cli,Blobscan/blobscan,2025-10-21T18:21:23.900910+00:00,0.000796
gg24,builder,OffchainLabs/stylus-sdk-rs,ethstaker/eth-docker,ethstaker/eth-docker,2025-10-21T18:21:23.960528+00:00,0.000923
gg24,founder,blockblaz/zeam,corpus-core/colibri-stateless,blockblaz/zeam,2025-10-21T18:21:24.207137+00:00,0.0007955
gg24,builder,paulmillr/noble-curves,Verified-zkEVM/clean,paulmillr/noble-curves,2025-10-21T18:21:24.240381+00:00,0.00079575
gg24,builder,axiom-crypto/axiom-api-cli,orbitdb/orbitdb,orbitdb/orbitdb,2025-10-21T18:21:24.286633+00:00,0.00079575
gg24,builder,matter-labs/solx,verifereum/verifereum,matter-labs/solx,2025-10-21T18:21:24.343515+00:00,0.000793
gg24,builder,Blobscan/blobscan,Layr-Labs/devkit-cli,Blobscan/blobscan,2025-10-21T18:21:24.541518+00:00,0.00092425
gg24,founder,ritual-net/infernet-node,ithacaxyz/account,ithacaxyz/account,2025-10-21T18:21:24.545618+00:00,0.00079825
gg24,dev,EOA-Blockchain-Labs/ethereumonarm,brevis-network/Pico-zkCoprocessor,EOA-Blockchain-Labs/ethereumonarm,2025-10-21T18:21:24.555578+00:00,0.000801
gg24,meta,han0110/bench-hash-in-snark,triplewz/poseidon,triplewz/poseidon,2025-10-21T18:21:24.566637+00:00,0.00092125
gg24,builder,EOA-Blockchain-Labs/ethereumonarm,brevis-network/Pico-zkCoprocessor,EOA-Blockchain-Labs/ethereumonarm,2025-10-21T18:21:24.695663+00:00,0.0007985
gg24,builder,ritual-net/infernet-node,ithacaxyz/account,ithacaxyz/account,2025-10-21T18:21:24.758152+00:00,0.00105225
gg24,meta,axiom-crypto/axiom-api-cli,orbitdb/orbitdb,orbitdb/orbitdb,2025-10-21T18:21:24.762751+00:00,0.0009235
gg24,founder,OffchainLabs/stylus-sdk-rs,ethstaker/eth-docker,ethstaker/eth-docker,2025-10-21T18:21:25.053440+00:00,0.000925
gg24,ethereum-dev,matter-labs/solx,verifereum/verifereum,matter-labs/solx,2025-10-21T18:21:25.248464+00:00,0.000923
gg24,ethereum-dev,paulmillr/noble-curves,Verified-zkEVM/clean,paulmillr/noble-curves,2025-10-21T18:21:25.341265+00:00,0.00079775
gg24,senior-dev,OffchainLabs/stylus-sdk-rs,ethstaker/eth-docker,ethstaker/eth-docker,2025-10-21T18:21:25.396716+00:00,0.0010535
gg24,ethereum-dev,han0110/bench-hash-in-snark,triplewz/poseidon,triplewz/poseidon,2025-10-21T18:21:25.400718+00:00,0.0009235
gg24,builder,han0110/bench-hash-in-snark,triplewz/poseidon,triplewz/poseidon,2025-10-21T18:21:25.478290+00:00,0.0010495
gg24,ethereum-dev,herumi/mcl,ritual-net/infernet-node,herumi/mcl,2025-10-21T18:21:25.532832+00:00,0.0010525
gg24,dev,supranational/blst,OffchainLabs/stylus-sdk-rs,supranational/blst,2025-10-21T18:21:25.561357+00:00,0.00092575
gg24,dev,paulmillr/noble-curves,Verified-zkEVM/clean,paulmillr/noble-curves,2025-10-21T18:21:25.632938+00:00,0.00092625
gg24,founder,paulmillr/noble-curves,Verified-zkEVM/clean,paulmillr/noble-curves,2025-10-21T18:21:25.707159+00:00,0.00105375
gg24,dev,herumi/mcl,ritual-net/infernet-node,herumi/mcl,2025-10-21T18:21:25.782544+00:00,0.000669
gg24,founder,EOA-Blockchain-Labs/ethereumonarm,brevis-network/Pico-zkCoprocessor,EOA-Blockchain-Labs/ethereumonarm,2025-10-21T18:21:25.846293+00:00,0.0008005
gg24,builder,HorizenOfficial/ginger-lib,wighawag/clones-with-immutable-args,wighawag/clones-with-immutable-args,2025-10-21T18:21:25.891709+00:00,0.0011805
gg24,ethereum-dev,OffchainLabs/stylus-sdk-rs,ethstaker/eth-docker,ethstaker/eth-docker,2025-10-21T18:21:25.916019+00:00,0.001309
gg24,dev,ethstaker/eth-docker,dusk-network/Poseidon252,ethstaker/eth-docker,2025-10-21T18:21:26.107160+00:00,0.00092425
gg24,meta,herumi/mcl,ritual-net/infernet-node,herumi/mcl,2025-10-21T18:21:26.152070+00:00,0.00105025
gg24,meta,sumitvekariya/sol2seq,Certora/CertoraProver,Certora/CertoraProver,2025-10-21T18:21:26.211192+00:00,0.0010575
gg24,ethereum-dev,ritual-net/infernet-node,ithacaxyz/account,ithacaxyz/account,2025-10-21T18:21:26.248343+00:00,0.00118225
gg24,founder,han0110/bench-hash-in-snark,triplewz/poseidon,triplewz/poseidon,2025-10-21T18:21:26.349742+00:00,0.0010515
gg24,dev,Lightprotocol/light-poseidon,shazow/whatsabi,shazow/whatsabi,2025-10-21T18:21:26.426353+00:00,0.0011835
gg24,senior-dev,axiom-crypto/axiom-api-cli,orbitdb/orbitdb,orbitdb/orbitdb,2025-10-21T18:21:26.635541+00:00,0.00131025
gg24,builder,stake-house/wagyu-key-gen,TaceoLabs/co-snarks,TaceoLabs/co-snarks,2025-10-21T18:21:26.673268+00:00,0.00130475
gg24,meta,ritual-net/infernet-node,ithacaxyz/account,ithacaxyz/account,2025-10-21T18:21:26.758938+00:00,0.001180
gg24,founder,HorizenOfficial/ginger-lib,wighawag/clones-with-immutable-args,wighawag/clones-with-immutable-args,2025-10-21T18:21:26.765457+00:00,0.0011825
gg24,senior-dev,ritual-net/infernet-node,ithacaxyz/account,ithacaxyz/account,2025-10-21T18:21:26.804602+00:00,0.00131075
gg24,senior-dev,Lightprotocol/light-poseidon,shazow/whatsabi,shazow/whatsabi,2025-10-21T18:21:26.913322+00:00,0.0011835
gg24,ethereum-dev,Blobscan/blobscan,Layr-Labs/devkit-cli,Blobscan/blobscan,2025-10-21T18:21:27.033542+00:00,0.00118225
gg24,dev,HorizenOfficial/ginger-lib,wighawag/clones-with-immutable-args,wighawag/clones-with-immutable-args,2025-10-21T18:21:27.150903+00:00,0.001183
gg24,meta,paulmillr/noble-curves,Verified-zkEVM/clean,paulmillr/noble-curves,2025-10-21T18:21:27.226632+00:00,0.0011795
gg24,founder,Blobscan/blobscan,Layr-Labs/devkit-cli,Blobscan/blobscan,2025-10-21T18:21:27.339612+00:00,0.00131025
gg24,meta,ethstaker/eth-docker,dusk-network/Poseidon252,ethstaker/eth-docker,2025-10-21T18:21:27.489815+00:00,0.0011775
gg24,meta,matter-labs/solx,verifereum/verifereum,matter-labs/solx,2025-10-21T18:21:27.502547+00:00,0.00117675
gg24,ethereum-dev,stake-house/wagyu-key-gen,TaceoLabs/co-snarks,TaceoLabs/co-snarks,2025-10-21T18:21:27.517389+00:00,0.00130675
gg24,meta,OffchainLabs/stylus-sdk-rs,ethstaker/eth-docker,ethstaker/eth-docker,2025-10-21T18:21:27.564164+00:00,0.00105075
gg24,ethereum-dev,HorizenOfficial/ginger-lib,wighawag/clones-with-immutable-args,wighawag/clones-with-immutable-args,2025-10-21T18:21:27.652859+00:00,0.0013105
gg24,senior-dev,ethstaker/eth-docker,dusk-network/Poseidon252,ethstaker/eth-docker,2025-10-21T18:21:27.713423+00:00,0.00130825
gg24,senior-dev,blockblaz/zeam,corpus-core/colibri-stateless,blockblaz/zeam,2025-10-21T18:21:27.722527+00:00,0.001180
gg24,senior-dev,han0110/bench-hash-in-snark,triplewz/poseidon,triplewz/poseidon,2025-10-21T18:21:27.833356+00:00,0.001308
gg24,dev,stake-house/wagyu-key-gen,TaceoLabs/co-snarks,TaceoLabs/co-snarks,2025-10-21T18:21:27.846677+00:00,0.00092325
gg24,founder,herumi/mcl,ritual-net/infernet-node,herumi/mcl,2025-10-21T18:21:27.859258+00:00,0.0014365
gg24,dev,axiom-crypto/axiom-api-cli,orbitdb/orbitdb,orbitdb/orbitdb,2025-10-21T18:21:27.863413+00:00,0.00079825
gg24,senior-dev,HorizenOfficial/ginger-lib,wighawag/clones-with-immutable-args,wighawag/clones-with-immutable-args,2025-10-21T18:21:28.007603+00:00,0.001439
gg24,founder,Lightprotocol/light-poseidon,shazow/whatsabi,shazow/whatsabi,2025-10-21T18:21:28.083677+00:00,0.001311
gg24,founder,matter-labs/solx,verifereum/verifereum,matter-labs/solx,2025-10-21T18:21:28.286543+00:00,0.001051
gg24,senior-dev,EOA-Blockchain-Labs/ethereumonarm,brevis-network/Pico-zkCoprocessor,EOA-Blockchain-Labs/ethereumonarm,2025-10-21T18:21:28.352299+00:00,0.001473
gg24,founder,ethstaker/eth-docker,dusk-network/Poseidon252,ethstaker/eth-docker,2025-10-21T18:21:28.373982+00:00,0.00130775
gg24,dev,0xFacet/facet-node,a16z/halmos,a16z/halmos,2025-10-21T18:21:28.539752+00:00,0.000536
gg24,builder,herumi/mcl,ritual-net/infernet-node,herumi/mcl,2025-10-21T18:21:28.569585+00:00,0.0016905
gg24,ethereum-dev,blockblaz/zeam,corpus-core/colibri-stateless,blockblaz/zeam,2025-10-21T18:21:28.596550+00:00,0.0011795
gg24,ethereum-dev,axiom-crypto/axiom-api-cli,orbitdb/orbitdb,orbitdb/orbitdb,2025-10-21T18:21:28.618103+00:00,0.00118175
gg24,meta,stake-house/wagyu-key-gen,TaceoLabs/co-snarks,TaceoLabs/co-snarks,2025-10-21T18:21:28.631777+00:00,0.0013045
gg24,senior-dev,Blobscan/blobscan,Layr-Labs/devkit-cli,Blobscan/blobscan,2025-10-21T18:21:28.650865+00:00,0.00143875
gg24,senior-dev,paulmillr/noble-curves,Verified-zkEVM/clean,paulmillr/noble-curves,2025-10-21T18:21:29.140898+00:00,0.00118225
gg24,founder,succinctlabs/sp1,Commit-Boost/commit-boost-client,succinctlabs/sp1,2025-10-21T18:21:29.164438+00:00,0.0015705
gg24,builder,ponkila/HomestakerOS,brevis-network/Pico-zkCoprocessor,ponkila/HomestakerOS,2025-10-21T18:21:29.251468+00:00,0.00079625
gg24,senior-dev,herumi/mcl,ritual-net/infernet-node,herumi/mcl,2025-10-21T18:21:29.438801+00:00,0.001565
gg24,builder,Jam516/BundleBear,succinctlabs/op-succinct,succinctlabs/op-succinct,2025-10-21T18:21:29.454152+00:00,0.0005385
gg24,dev,matter-labs/solx,verifereum/verifereum,matter-labs/solx,2025-10-21T18:21:29.454593+00:00,0.0015635
gg24,ethereum-dev,succinctlabs/sp1,Commit-Boost/commit-boost-client,succinctlabs/sp1,2025-10-21T18:21:29.606419+00:00,0.0015705
gg24,builder,ethstaker/eth-docker,dusk-network/Poseidon252,ethstaker/eth-docker,2025-10-21T18:21:29.630729+00:00,0.00117775
gg24,ethereum-dev,EOA-Blockchain-Labs/ethereumonarm,brevis-network/Pico-zkCoprocessor,EOA-Blockchain-Labs/ethereumonarm,2025-10-21T18:21:29.874737+00:00,0.0011845
gg24,dev,succinctlabs/op-succinct,brevis-network/Pico-zkCoprocessor,succinctlabs/op-succinct,2025-10-21T18:21:30.305679+00:00,0.0006715
gg24,meta,supranational/blst,OffchainLabs/stylus-sdk-rs,supranational/blst,2025-10-21T18:21:30.640096+00:00,0.001691
gg24,senior-dev,matter-labs/solx,verifereum/verifereum,matter-labs/solx,2025-10-21T18:21:30.646897+00:00,0.0014355
gg24,builder,succinctlabs/sp1,Commit-Boost/commit-boost-client,succinctlabs/sp1,2025-10-21T18:21:30.771449+00:00,0.0013125
gg24,meta,ponkila/HomestakerOS,brevis-network/Pico-zkCoprocessor,ponkila/HomestakerOS,2025-10-21T18:21:30.831737+00:00,0.000796
gg24,founder,Jam516/BundleBear,succinctlabs/op-succinct,succinctlabs/op-succinct,2025-10-21T18:21:30.933582+00:00,0.0007965
gg24,senior-dev,stake-house/wagyu-key-gen,TaceoLabs/co-snarks,TaceoLabs/co-snarks,2025-10-21T18:21:30.936836+00:00,0.00181925
gg24,builder,Lightprotocol/light-poseidon,shazow/whatsabi,shazow/whatsabi,2025-10-21T18:21:30.958116+00:00,0.001565
gg24,builder,0xFacet/facet-node,a16z/halmos,a16z/halmos,2025-10-21T18:21:31.096013+00:00,0.0006615
gg24,builder,supranational/blst,OffchainLabs/stylus-sdk-rs,supranational/blst,2025-10-21T18:21:31.098919+00:00,0.00169125
gg24,senior-dev,ponkila/HomestakerOS,brevis-network/Pico-zkCoprocessor,ponkila/HomestakerOS,2025-10-21T18:21:31.242533+00:00,0.00092675
gg24,ethereum-dev,Lightprotocol/light-poseidon,shazow/whatsabi,shazow/whatsabi,2025-10-21T18:21:31.297560+00:00,0.001439
gg24,dev,succinctlabs/sp1,Commit-Boost/commit-boost-client,succinctlabs/sp1,2025-10-21T18:21:31.320403+00:00,0.001059
gg24,founder,stake-house/wagyu-key-gen,TaceoLabs/co-snarks,TaceoLabs/co-snarks,2025-10-21T18:21:31.440399+00:00,0.00143475
gg24,meta,Lightprotocol/light-poseidon,shazow/whatsabi,shazow/whatsabi,2025-10-21T18:21:31.513515+00:00,0.00169275
