competition_id,juror_id,item_a,item_b,winner,comparison_created_at,comparison_cost
gg24,dev,matter-labs/solx,ritual-net/infernet-node,matter-labs/solx,2025-10-21T14:51:45.404441+00:00,0.00055375
gg24,dev,circuitscan/circuitscan,NethermindEth/juno,NethermindEth/juno,2025-10-21T14:51:45.528670+00:00,0.00055175
gg24,dev,l2beat/l2beat,triplewz/poseidon,l2beat/l2beat,2025-10-21T14:51:46.445764+00:00,0.00055475
gg24,dev,Verified-zkEVM/iris-lean,CryptoExperts/poseidon,CryptoExperts/poseidon,2025-10-21T14:51:46.543341+00:00,0.000808
gg24,dev,openvm-org/stark-backend,succinctlabs/network,succinctlabs/network,2025-10-21T14:51:46.728820+00:00,0.00081375
gg24,dev,q9f/eth.rb,Rocket-Rescue-Node/rescue-ui,q9f/eth.rb,2025-10-21T14:51:46.956088+00:00,0.00068375
gg24,dev,dewdrip/eth-mobile,TrueBlocks/trueblocks-core,TrueBlocks/trueblocks-core,2025-10-21T14:51:47.000657+00:00,0.0008065
gg24,dev,dl-solarity/solidity-lib,Raiders0786/digibastion,dl-solarity/solidity-lib,2025-10-21T14:51:47.059372+00:00,0.0009445
gg24,dev,ChaosChain/trustless-agents-erc-ri,ethgas-developer/ethgas-preconf-commit-boost-module,ChaosChain/trustless-agents-erc-ri,2025-10-21T14:51:47.310240+00:00,0.000948
gg24,dev,dl-solarity/solidity-lib,growthepie/gtp-frontend,dl-solarity/solidity-lib,2025-10-21T14:51:47.383765+00:00,0.000809
gg24,dev,opensource-observer/oso,ritual-net/infernet-sdk,ritual-net/infernet-sdk,2025-10-21T14:51:47.395603+00:00,0.000936
gg24,dev,axiom-crypto/snark-verifier,BootNodeDev/intents-framework,axiom-crypto/snark-verifier,2025-10-21T14:51:47.670102+00:00,0.00080775
gg24,dev,arkworks-rs/r1cs-std,beaconlabs-io/muse,arkworks-rs/r1cs-std,2025-10-21T14:51:47.737642+00:00,0.00094125
gg24,dev,ethaccount/SAManager,NethermindEth/juno,NethermindEth/juno,2025-10-21T14:51:47.796568+00:00,0.0009355
gg24,dev,Rocket-Rescue-Node/rescue-ui,taikoxyz/raiko,taikoxyz/raiko,2025-10-21T14:51:47.942203+00:00,0.000944
gg24,dev,growthepie/gtp-dna,iden3/snarkjs,iden3/snarkjs,2025-10-21T14:51:47.988358+00:00,0.00093775
gg24,dev,axiom-crypto/axiom-api-cli,Verified-zkEVM/VCV-io,Verified-zkEVM/VCV-io,2025-10-21T14:51:48.100878+00:00,0.0010695
gg24,dev,EspressoSystems/jellyfish,han0110/bench-hash-in-snark,EspressoSystems/jellyfish,2025-10-21T14:51:48.275754+00:00,0.00093725
gg24,dev,axiom-crypto/snark-verifier,ephemery-testnet/ephemery-genesis,axiom-crypto/snark-verifier,2025-10-21T14:51:48.280236+00:00,0.00093575
gg24,dev,kamikazebr/owner-sync-safe,keep-starknet-strange/garaga,keep-starknet-strange/garaga,2025-10-21T14:51:48.469777+00:00,0.0010685
gg24,dev,axiom-crypto/openvm-reth-benchmark,DexKit/dexkit-monorepo,axiom-crypto/openvm-reth-benchmark,2025-10-21T14:51:48.545745+00:00,0.001193
gg24,dev,anoma/arm-risc0,witnet/elliptic-curve-solidity,witnet/elliptic-curve-solidity,2025-10-21T14:51:48.612474+00:00,0.00106825
gg24,dev,deficollective/defiscan,DexKit/dexkit-monorepo,deficollective/defiscan,2025-10-21T14:51:48.669109+00:00,0.00093875
gg24,dev,coincashew/EthPillar,ithacaxyz/porto,coincashew/EthPillar,2025-10-21T14:51:48.750232+00:00,0.001067
gg24,dev,l2beat/l2beat,Layr-Labs/devkit-cli,l2beat/l2beat,2025-10-21T14:51:48.811947+00:00,0.00081425
gg24,dev,ethaccount/SAManager,joshstevens19/rrelayer,joshstevens19/rrelayer,2025-10-21T14:51:48.900771+00:00,0.0010665
gg24,dev,AgnopraxLab/D2PFuzz,ritual-net/infernet-node,AgnopraxLab/D2PFuzz,2025-10-21T14:51:48.954855+00:00,0.00119775
gg24,dev,circuitscan/circuitscan,deficollective/defiscan,deficollective/defiscan,2025-10-21T14:51:49.078998+00:00,0.0010665
gg24,dev,coincashew/EthPillar,l2beat/l2beat,l2beat/l2beat,2025-10-21T14:51:49.104089+00:00,0.00106975
gg24,dev,AgnopraxLab/D2PFuzz,ethereum-attestation-service/eas-contracts,ethereum-attestation-service/eas-contracts,2025-10-21T14:51:49.126683+00:00,0.00132475
gg24,dev,han0110/plonkish,ritual-net/infernet-sdk,han0110/plonkish,2025-10-21T14:51:49.222014+00:00,0.00106275
gg24,dev,HorizenOfficial/ginger-lib,shutter-network/rolling-shutter,HorizenOfficial/ginger-lib,2025-10-21T14:51:49.230039+00:00,0.001069
gg24,dev,dappnode/DAppNode,succinctlabs/sp1,dappnode/DAppNode,2025-10-21T14:51:49.381170+00:00,0.0013225
gg24,dev,evmts/krome,migalabs/armiarma,migalabs/armiarma,2025-10-21T14:51:49.421362+00:00,0.001070
gg24,dev,0xPolygonHermez/zisk,ephemery-testnet/ephemery-genesis,0xPolygonHermez/zisk,2025-10-21T14:51:49.479528+00:00,0.001191
gg24,dev,ethstaker/eth-docker,lurk-lab/neptune-triton,ethstaker/eth-docker,2025-10-21T14:51:49.494863+00:00,0.00132175
gg24,dev,ethgas-developer/ethgas-preconf-commit-boost-module,powdr-labs/powdr,powdr-labs/powdr,2025-10-21T14:51:49.499867+00:00,0.000945
gg24,dev,Plonky3/Plonky3,triplewz/poseidon,Plonky3/Plonky3,2025-10-21T14:51:49.503534+00:00,0.0011945
