competition_id,juror_id,item_a,item_b,winner,comparison_created_at,comparison_cost
gg24,ethereum-dev,han0110/plonkish,keep-starknet-strange/garaga,keep-starknet-strange/garaga,2025-10-21T15:22:26.152216+00:00,0.0000537
gg24,ethereum-dev,pawurb/mevlog-rs,ProjectZKM/Ziren,pawurb/mevlog-rs,2025-10-21T15:22:26.217789+00:00,0.0000534
gg24,ethereum-dev,han0110/bench-hash-in-snark,stake-house/eth-wizard,stake-house/eth-wizard,2025-10-21T15:22:26.218384+00:00,0.0000522
gg24,ethereum-dev,b-wagn/hash-sig,ethereum/js-ethereum-cryptography,ethereum/js-ethereum-cryptography,2025-10-21T15:22:26.218941+00:00,0.0000548
gg24,ethereum-dev,ethstaker/ethstaker-deposit-cli,taikoxyz/taiko-mono,taikoxyz/taiko-mono,2025-10-21T15:22:26.420043+00:00,0.0000533
gg24,ethereum-dev,brevis-network/Pico-zkCoprocessor,TaceoLabs/co-snarks,TaceoLabs/co-snarks,2025-10-21T15:22:26.420640+00:00,0.0000531
gg24,ethereum-dev,a16z/halmos,ithacaxyz/relay,a16z/halmos,2025-10-21T15:22:26.421215+00:00,0.0000521
gg24,ethereum-dev,ethereum/py_ecc,NethermindEth/sedge,ethereum/py_ecc,2025-10-21T15:22:26.421790+00:00,0.0000532
gg24,ethereum-dev,holiman/goevmlab,iden3/snarkjs,iden3/snarkjs,2025-10-21T15:22:26.422366+00:00,0.0000513
gg24,ethereum-dev,corpus-core/colibri-stateless,indutny/elliptic,indutny/elliptic,2025-10-21T15:22:26.422920+00:00,0.0000516
gg24,ethereum-dev,openintentsframework/oif-solver,scipr-lab/libsnark,scipr-lab/libsnark,2025-10-21T15:22:26.423489+00:00,0.0000539
gg24,ethereum-dev,growthepie/gtp-frontend,openvm-org/openvm,openvm-org/openvm,2025-10-21T15:22:26.424052+00:00,0.0000522
gg24,ethereum-dev,arnaucube/poseidon-rs,LFDT-web3j/web3j,LFDT-web3j/web3j,2025-10-21T15:22:26.424618+00:00,0.0000528
gg24,ethereum-dev,0xPolygonHermez/zisk,protofire/solhint,protofire/solhint,2025-10-21T15:22:26.425176+00:00,0.0000513
gg24,ethereum-dev,blockblaz/zeam,ChainSafe/bls,ChainSafe/bls,2025-10-21T15:22:26.425749+00:00,0.0000513
gg24,ethereum-dev,AgnopraxLab/D2PFuzz,dl-solarity/solidity-lib,dl-solarity/solidity-lib,2025-10-21T15:22:26.426312+00:00,0.0000535
gg24,ethereum-dev,dappnode/DAppNode,Rocket-Rescue-Node/rescue-ui,dappnode/DAppNode,2025-10-21T15:22:26.426873+00:00,0.0000520
gg24,ethereum-dev,brevis-network/Pico-zkCoprocessor,EspressoSystems/hyperplonk,EspressoSystems/hyperplonk,2025-10-21T15:22:26.427427+00:00,0.0000508
gg24,ethereum-dev,DefiLlama/DefiLlama-Adapters,lambdaclass/ethrex,DefiLlama/DefiLlama-Adapters,2025-10-21T15:22:26.427984+00:00,0.0000532
gg24,ethereum-dev,Rocket-Rescue-Node/rescue-ui,scipr-lab/libsnark,scipr-lab/libsnark,2025-10-21T15:22:26.428544+00:00,0.0000528
gg24,ethereum-dev,dl-solarity/solidity-lib,lambdaclass/cairo_native,dl-solarity/solidity-lib,2025-10-21T15:22:26.429091+00:00,0.0000538
gg24,ethereum-dev,Cyfrin/aderyn,flashbots/rbuilder,Cyfrin/aderyn,2025-10-21T15:22:26.429646+00:00,0.0000528
gg24,ethereum-dev,growthepie/gtp-backend,iden3/snarkjs,iden3/snarkjs,2025-10-21T15:22:26.430187+00:00,0.0000526
gg24,ethereum-dev,evmts/krome,Verified-zkEVM/iris-lean,evmts/krome,2025-10-21T15:22:26.430754+00:00,0.0000532
