competition_id,method,rank,item,weight
gg24,bradley-terry,1,flashbots/mev-boost,0.2803357338807744
gg24,bradley-terry,2,indutny/elliptic,0.10303890207075528
gg24,bradley-terry,3,flashbots/mev-boost-relay,0.09386682801255032
gg24,bradley-terry,4,libp2p/libp2p,0.06855795511889828
gg24,bradley-terry,5,ethereum/js-ethereum-cryptography,0.06161616717008526
gg24,bradley-terry,6,supranational/blst,0.05963998660845305
gg24,bradley-terry,7,wighawag/hardhat-deploy,0.05317026981090309
gg24,bradley-terry,8,iden3/snarkjs,0.04811111099059708
gg24,bradley-terry,9,ethereum/py_ecc,0.036169049383690956
gg24,bradley-terry,10,blockscout/blockscout,0.027491402097661176
gg24,bradley-terry,11,scipr-lab/libsnark,0.023919687450933588
gg24,bradley-terry,12,LFDT-web3j/web3j,0.0226501410699694
gg24,bradley-terry,13,herumi/mcl,0.020230399786495042
gg24,bradley-terry,14,paulmillr/noble-curves,0.016205469724090704
gg24,bradley-terry,15,herumi/bls,0.01164933310605397
gg24,bradley-terry,16,iden3/circomlib,0.011208564953381416
gg24,bradley-terry,17,Zokrates/ZoKrates,0.0073603072309686626
gg24,bradley-terry,18,arkworks-rs/algebra,0.006677363692967419
gg24,bradley-terry,19,flashbots/rbuilder,0.006179036776805485
gg24,bradley-terry,20,l2beat/l2beat,0.005003573413465034
gg24,bradley-terry,21,protofire/solhint,0.004523818446525329
gg24,bradley-terry,22,Consensys/gnark-crypto,0.004148539774135078
gg24,bradley-terry,23,Vectorized/solady,0.004124939753602399
gg24,bradley-terry,24,taikoxyz/taiko-mono,0.0030552133249531275
gg24,bradley-terry,25,flashbots/relay-specs,0.0029314071761874613
gg24,bradley-terry,26,ethstaker/eth-docker,0.001982055904555709
gg24,bradley-terry,27,DefiLlama/DefiLlama-Adapters,0.001720047081633418
gg24,bradley-terry,28,Certora/CertoraProver,0.0014511512344404303
gg24,bradley-terry,29,DefiLlama/chainlist,0.0012651101464330738
gg24,bradley-terry,30,Plonky3/Plonky3,0.0012062870073412011
gg24,bradley-terry,31,ChainSafe/bls,0.001197207858668055
gg24,bradley-terry,32,w3f/bls,0.0010526705974300422
gg24,bradley-terry,33,intellij-solidity/intellij-solidity,0.0009137889238900945
gg24,bradley-terry,34,dappnode/DAppNode,0.0007820016730279672
gg24,bradley-terry,35,arkworks-rs/r1cs-std,0.0007032650528131186
gg24,bradley-terry,36,wealdtech/ethdo,0.00041070523260897573
gg24,bradley-terry,37,lambdaclass/lambdaworks,0.0003633450575404016
gg24,bradley-terry,38,wighawag/clones-with-immutable-args,0.00034845761651118183
gg24,bradley-terry,39,smartcontracts/simple-optimism-node,0.00032732458806354603
gg24,bradley-terry,40,TrueBlocks/trueblocks-core,0.00030307718827491867
gg24,bradley-terry,41,skalenetwork/libBLS,0.00029136160272487534
gg24,bradley-terry,42,shazow/whatsabi,0.00029064275979144864
gg24,bradley-terry,43,NethermindEth/sedge,0.00026631480904488504
gg24,bradley-terry,44,dusk-network/Poseidon252,0.00021392192080440525
gg24,bradley-terry,45,EspressoSystems/jellyfish,0.00019303437472293744
gg24,bradley-terry,46,a16z/halmos,0.0001528172288096182
gg24,bradley-terry,47,succinctlabs/op-succinct,0.00013781687685745752
gg24,bradley-terry,48,otterscan/otterscan,0.00013166128126393994
gg24,bradley-terry,49,succinctlabs/sp1,0.00013026814672983
gg24,bradley-terry,50,ethereum-attestation-service/eas-contracts,0.0001296859970054179
gg24,bradley-terry,51,lambdaclass/ethrex,0.00012523250182970498
gg24,bradley-terry,52,NethermindEth/juno,0.00011055143691710221
gg24,bradley-terry,53,Commit-Boost/commit-boost-client,9.993851120288263e-05
gg24,bradley-terry,54,axiom-crypto/halo2-lib,9.909171139973767e-05
gg24,bradley-terry,55,open-rpc/client-js,9.435243497364575e-05
gg24,bradley-terry,56,Cyfrin/aderyn,9.376063865122435e-05
gg24,bradley-terry,57,orbitdb/orbitdb,8.98092864472745e-05
gg24,bradley-terry,58,0xMiden/miden-vm,8.970314019433202e-05
gg24,bradley-terry,59,EspressoSystems/hyperplonk,7.59059798490316e-05
gg24,bradley-terry,60,NethermindEth/Forta-Agents,7.34285192192057e-05
gg24,bradley-terry,61,CryptoExperts/poseidon,6.810737189661655e-05
