competition_id,method,rank,item,weight
gg24,colley,1,ethereum/js-ethereum-cryptography,0.009954214625858089
gg24,colley,2,wighawag/hardhat-deploy,0.00972371989851794
gg24,colley,3,indutny/elliptic,0.009679129840705802
gg24,colley,4,iden3/snarkjs,0.009651158170014778
gg24,colley,5,libp2p/libp2p,0.009647935601401576
gg24,colley,6,flashbots/mev-boost,0.009625840413136452
gg24,colley,7,ethereum/py_ecc,0.009520921083223638
gg24,colley,8,supranational/blst,0.009504878930370475
gg24,colley,9,herumi/mcl,0.00939288105407016
gg24,colley,10,LFDT-web3j/web3j,0.009349377848593172
gg24,colley,11,Zokrates/ZoKrates,0.00933521514246521
gg24,colley,12,scipr-lab/libsnark,0.009268371383946454
gg24,colley,13,flashbots/rbuilder,0.009240992771114296
gg24,colley,14,flashbots/mev-boost-relay,0.009197316274120404
gg24,colley,15,paulmillr/noble-curves,0.00916605215830433
gg24,colley,16,protofire/solhint,0.009166018305988819
gg24,colley,17,blockscout/blockscout,0.0090832417735223
gg24,colley,18,arkworks-rs/algebra,0.009060128705522214
gg24,colley,19,herumi/bls,0.009017749364853436
gg24,colley,20,Consensys/gnark-crypto,0.008963230478376978
gg24,colley,21,taikoxyz/taiko-mono,0.008952819090255184
gg24,colley,22,iden3/circomlib,0.008951442809789385
gg24,colley,23,l2beat/l2beat,0.00891876714727151
gg24,colley,24,Vectorized/solady,0.008814769597179417
gg24,colley,25,ethstaker/eth-docker,0.008708520113617883
gg24,colley,26,flashbots/relay-specs,0.00869149221065147
gg24,colley,27,DefiLlama/chainlist,0.00868636893893617
gg24,colley,28,DefiLlama/DefiLlama-Adapters,0.008632374160217846
gg24,colley,29,Plonky3/Plonky3,0.0084809589684515
gg24,colley,30,intellij-solidity/intellij-solidity,0.008452030615808216
gg24,colley,31,Certora/CertoraProver,0.008413076052228841
gg24,colley,32,w3f/bls,0.008404511074813678
gg24,colley,33,ChainSafe/bls,0.008247872886506908
gg24,colley,34,arkworks-rs/r1cs-std,0.008138199760961608
gg24,colley,35,dappnode/DAppNode,0.008120314461011132
gg24,colley,36,lambdaclass/lambdaworks,0.0078098069053705406
gg24,colley,37,wealdtech/ethdo,0.007755705168443361
gg24,colley,38,skalenetwork/libBLS,0.007755208920369019
gg24,colley,39,shazow/whatsabi,0.007738991963106848
gg24,colley,40,NethermindEth/sedge,0.0077246814203139474
gg24,colley,41,wighawag/clones-with-immutable-args,0.007710257787242248
gg24,colley,42,smartcontracts/simple-optimism-node,0.007706994216446662
gg24,colley,43,ethereum-attestation-service/eas-contracts,0.007529949666456749
gg24,colley,44,EspressoSystems/jellyfish,0.0075073480433371234
gg24,colley,45,TrueBlocks/trueblocks-core,0.007370816363540409
gg24,colley,46,lambdaclass/ethrex,0.007325882346939054
gg24,colley,47,succinctlabs/sp1,0.007294273245239938
gg24,colley,48,dusk-network/Poseidon252,0.007280938435817813
gg24,colley,49,orbitdb/orbitdb,0.007179231529580894
gg24,colley,50,otterscan/otterscan,0.00713639635072512
gg24,colley,51,succinctlabs/op-succinct,0.007126576361256878
gg24,colley,52,a16z/halmos,0.007113105067599386
gg24,colley,53,axiom-crypto/halo2-lib,0.00703018264484625
gg24,colley,54,EspressoSystems/hyperplonk,0.007013447676645014
gg24,colley,55,Commit-Boost/commit-boost-client,0.007006531030746152
gg24,colley,56,NethermindEth/juno,0.006972113865083809
gg24,colley,57,Cyfrin/aderyn,0.006897403541937045
gg24,colley,58,open-rpc/client-js,0.006873813918443052
gg24,colley,59,NethermindEth/Forta-Agents,0.00685942730635199
gg24,colley,60,0xMiden/miden-vm,0.006816043382230312
gg24,colley,61,holiman/goevmlab,0.006729538987749871
gg24,colley,62,evmts/tevm-monorepo,0.006638126873930252
gg24,colley,63,OffchainLabs/stylus-sdk-rs,0.00656560816443655
gg24,colley,64,ethstaker/ethstaker-deposit-cli,0.006565543636840565
gg24,colley,65,CryptoExperts/poseidon,0.006545077659926326
gg24,colley,66,iden3/go-iden3-crypto,0.006540215600296923
gg24,colley,67,edb-rs/edb,0.006538949184960407
gg24,colley,68,succinctlabs/rsp,0.006521231949097738
gg24,colley,69,arnaucube/poseidon-rs,0.006448162672196492
gg24,colley,70,wealdtech/ethereal,0.006428580746237421
gg24,colley,71,risc0/risc0-ethereum,0.006415987689521652
gg24,colley,72,aestus-relay/mev-boost-relay,0.006381051178273466
gg24,colley,73,HorizenLabs/poseidon2,0.006332218573662245
gg24,colley,74,powdr-labs/powdr,0.006242836103110183
gg24,colley,75,dl-solarity/solidity-lib,0.006208060692959388
gg24,colley,76,risc0/RustCrypto-elliptic-curves,0.006186521702481937
gg24,colley,77,ingonyama-zk/poseidon-hash,0.006178241486577752
gg24,colley,78,axiom-crypto/snark-verifier,0.006144324883302261
gg24,colley,79,stake-house/eth-wizard,0.006072364353676522
gg24,colley,80,witnet/elliptic-curve-solidity,0.006071251757524156
gg24,colley,81,matter-labs/solx,0.006026661538929644
gg24,colley,82,swiss-knife-xyz/swiss-knife,0.00591072255915688
gg24,colley,83,simplito/elliptic-php,0.00590506980976202
gg24,colley,84,attestantio/dirk,0.005903108433680848
gg24,colley,85,OpenZeppelin/openzeppelin-relayer,0.005843436430582837
gg24,colley,86,0xPolygonHermez/zisk,0.005833311960875063
gg24,colley,87,EOA-Blockchain-Labs/ethereumonarm,0.005669854112416461
gg24,colley,88,jolly-roger-eth/ethereum-indexer,0.0056672248788405275
gg24,colley,89,openvm-org/openvm,0.005593375957197012
gg24,colley,90,valida-xyz/valida,0.005543483793872179
gg24,colley,91,attestantio/vouch,0.005524659922416189
gg24,colley,92,taikoxyz/raiko,0.005502598750391367
gg24,colley,93,TaceoLabs/co-snarks,0.005467091109990971
gg24,colley,94,lambdaclass/cairo_native,0.00543026271051786
gg24,colley,95,pcaversaccio/safe-tx-hashes-util,0.005368599805197927
gg24,colley,96,keep-starknet-strange/garaga,0.00536359712711956
gg24,colley,97,pcaversaccio/snekmate,0.00535958661139321
gg24,colley,98,evmts/guillotine,0.005325879486214156
gg24,colley,99,q9f/eth.rb,0.005305975946688511
gg24,colley,100,Verified-zkEVM/ArkLib,0.005273193362822551
gg24,colley,101,risc0/zirgen,0.005165175083552066
gg24,colley,102,ReamLabs/ream,0.005131659143932203
gg24,colley,103,Verified-zkEVM/clean,0.005032766357090571
