competition_id,juror_id,item_a,item_b,winner,comparison_created_at,comparison_cost
gg24,ethereum-dev,shazow/whatsabi,stake-house/eth-wizard,shazow/whatsabi,2025-10-21T15:08:53.319525+00:00,0.0000525
gg24,ethereum-dev,axiom-crypto/halo2-lib,lambdaclass/cairo_native,axiom-crypto/halo2-lib,2025-10-21T15:08:53.387598+00:00,0.0000538
gg24,ethereum-dev,evmts/guillotine,HorizenLabs/poseidon2,evmts/guillotine,2025-10-21T15:08:53.388199+00:00,0.0000507
gg24,ethereum-dev,shazow/whatsabi,taikoxyz/taiko-mono,taikoxyz/taiko-mono,2025-10-21T15:08:53.514427+00:00,0.0000536
gg24,ethereum-dev,iden3/go-iden3-crypto,lovesh/bulletproofs-r1cs-gadgets,iden3/go-iden3-crypto,2025-10-21T15:08:53.515008+00:00,0.0000562
gg24,ethereum-dev,enscribexyz/enscribe,Verified-zkEVM/VCV-io,Verified-zkEVM/VCV-io,2025-10-21T15:08:53.515574+00:00,0.0000514
gg24,ethereum-dev,dl-solarity/solidity-lib,ethstaker/ethstaker-deposit-cli,dl-solarity/solidity-lib,2025-10-21T15:08:53.516127+00:00,0.0000527
gg24,ethereum-dev,easpulse/easpulse.com,ethlimo/dweb-proxy-api,easpulse/easpulse.com,2025-10-21T15:08:53.516679+00:00,0.0000542
gg24,ethereum-dev,boundless-xyz/steel,otterscan/otterscan,otterscan/otterscan,2025-10-21T15:08:53.841469+00:00,0.0000525
gg24,ethereum-dev,easpulse/easpulse.com,Lay3rLabs/WAVS,easpulse/easpulse.com,2025-10-21T15:08:53.842054+00:00,0.0000537
gg24,ethereum-dev,EOA-Blockchain-Labs/ethereumonarm,Zokrates/ZoKrates,Zokrates/ZoKrates,2025-10-21T15:08:53.842617+00:00,0.0000534
gg24,ethereum-dev,attestantio/dirk,EspressoSystems/jellyfish,EspressoSystems/jellyfish,2025-10-21T15:08:54.028552+00:00,0.0000510
gg24,ethereum-dev,axiom-crypto/axiom-api-cli,skalenetwork/libBLS,skalenetwork/libBLS,2025-10-21T15:08:54.029129+00:00,0.0000580
gg24,ethereum-dev,open-rpc/client-js,TrueBlocks/trueblocks-core,TrueBlocks/trueblocks-core,2025-10-21T15:08:54.029691+00:00,0.0000521
gg24,ethereum-dev,growthepie/gtp-frontend,Pier-Two/Lantern.Discv5,Pier-Two/Lantern.Discv5,2025-10-21T15:08:54.030242+00:00,0.0000523
gg24,ethereum-dev,0xMiden/miden-vm,beaconlabs-io/muse,0xMiden/miden-vm,2025-10-21T15:08:54.030808+00:00,0.0000521
gg24,ethereum-dev,circuitscan/circuitscan,risc0/RustCrypto-elliptic-curves,risc0/RustCrypto-elliptic-curves,2025-10-21T15:08:54.031363+00:00,0.0000535
gg24,ethereum-dev,Blobscan/blobscan,powdr-labs/powdr,powdr-labs/powdr,2025-10-21T15:08:54.031952+00:00,0.0000523
gg24,ethereum-dev,dewdrip/eth-mobile,ethlimo/dweb-proxy-api,dewdrip/eth-mobile,2025-10-21T15:08:54.032535+00:00,0.0000516
gg24,ethereum-dev,a16z/halmos,intellij-solidity/intellij-solidity,intellij-solidity/intellij-solidity,2025-10-21T15:08:54.033078+00:00,0.0000522
gg24,ethereum-dev,evmts/guillotine,shamatar/poseidon_hash,evmts/guillotine,2025-10-21T15:08:55.074519+00:00,0.0000512
gg24,ethereum-dev,matter-labs/solx,open-rpc/client-js,matter-labs/solx,2025-10-21T15:08:55.138461+00:00,0.0000515
gg24,ethereum-dev,EOA-Blockchain-Labs/ethereumonarm,Jam516/BundleBear,EOA-Blockchain-Labs/ethereumonarm,2025-10-21T15:08:55.231117+00:00,0.0000528
gg24,ethereum-dev,EspressoSystems/hyperplonk,lighthouse-web3/lighthouse-package,EspressoSystems/hyperplonk,2025-10-21T15:08:55.297149+00:00,0.0000509
gg24,ethereum-dev,ponkila/HomestakerOS,wealdtech/ethdo,wealdtech/ethdo,2025-10-21T15:08:55.362014+00:00,0.0000509
gg24,ethereum-dev,indutny/elliptic,NethermindEth/Forta-Agents,indutny/elliptic,2025-10-21T15:08:55.427597+00:00,0.0000524
gg24,ethereum-dev,growthepie/gtp-frontend,risc0/risc0-ethereum,risc0/risc0-ethereum,2025-10-21T15:08:55.428209+00:00,0.0000529
gg24,ethereum-dev,Lay3rLabs/WAVS,supranational/blst,supranational/blst,2025-10-21T15:08:55.559657+00:00,0.0000521
gg24,ethereum-dev,scipr-lab/libsnark,succinctlabs/op-succinct,scipr-lab/libsnark,2025-10-21T15:08:55.625916+00:00,0.0000537
gg24,ethereum-dev,arkworks-rs/r1cs-std,Recon-Fuzz/recon-extension,arkworks-rs/r1cs-std,2025-10-21T15:08:55.626563+00:00,0.0000573
