competition_id,juror_id,item_a,item_b,winner,comparison_created_at,comparison_cost
gg24,builder,scipr-lab/libsnark,ithacaxyz/account,scipr-lab/libsnark,2025-10-21T18:41:18.402172+00:00,0.000666
gg24,builder,Verified-zkEVM/ArkLib,triplewz/poseidon,Verified-zkEVM/ArkLib,2025-10-21T18:41:18.498900+00:00,0.00079475
gg24,builder,risc0/risc0-ethereum,growthepie/gtp-dna,risc0/risc0-ethereum,2025-10-21T18:41:18.584431+00:00,0.00066975
gg24,ethereum-dev,evmts/guillotine,growthepie/gtp-dna,evmts/guillotine,2025-10-21T18:41:18.975390+00:00,0.000669
gg24,builder,han0110/bench-hash-in-snark,succinctlabs/sp1,succinctlabs/sp1,2025-10-21T18:41:19.348391+00:00,0.00066875
gg24,builder,Markeljan/web3gpt,ethereum/js-ethereum-cryptography,ethereum/js-ethereum-cryptography,2025-10-21T18:41:19.426958+00:00,0.000668
gg24,meta,scipr-lab/libsnark,ithacaxyz/account,scipr-lab/libsnark,2025-10-21T18:41:19.548537+00:00,0.00079375
gg24,ethereum-dev,Markeljan/web3gpt,ethereum/js-ethereum-cryptography,ethereum/js-ethereum-cryptography,2025-10-21T18:41:19.729182+00:00,0.000798
gg24,builder,TobiWo/eth-duties,risc0/zirgen,risc0/zirgen,2025-10-21T18:41:19.812515+00:00,0.00066575
gg24,senior-dev,NethermindEth/sedge,triplewz/poseidon,NethermindEth/sedge,2025-10-21T18:41:20.107122+00:00,0.000925
gg24,ethereum-dev,growthepie/gtp-frontend,Lay3rLabs/WAVS,Lay3rLabs/WAVS,2025-10-21T18:41:20.191714+00:00,0.001052
gg24,ethereum-dev,Verified-zkEVM/iris-lean,corpus-core/colibri-stateless,Verified-zkEVM/iris-lean,2025-10-21T18:41:20.317316+00:00,0.0009275
gg24,senior-dev,growthepie/gtp-dna,powdr-labs/powdr,powdr-labs/powdr,2025-10-21T18:41:20.391738+00:00,0.0009275
gg24,senior-dev,han0110/bench-hash-in-snark,succinctlabs/sp1,succinctlabs/sp1,2025-10-21T18:41:20.433586+00:00,0.00079925
gg24,meta,NethermindEth/sedge,triplewz/poseidon,NethermindEth/sedge,2025-10-21T18:41:20.459418+00:00,0.00092225
gg24,founder,shamatar/poseidon_hash,brevis-network/Pico-zkCoprocessor,shamatar/poseidon_hash,2025-10-21T18:41:20.552967+00:00,0.00079525
gg24,builder,openvm-org/stark-backend,succinctlabs/sp1,succinctlabs/sp1,2025-10-21T18:41:20.613439+00:00,0.000797
gg24,meta,growthepie/gtp-dna,powdr-labs/powdr,powdr-labs/powdr,2025-10-21T18:41:20.641107+00:00,0.00066875
gg24,founder,TobiWo/eth-duties,risc0/zirgen,risc0/zirgen,2025-10-21T18:41:20.655283+00:00,0.00092375
gg24,ethereum-dev,smartcontracts/simple-optimism-node,Jam516/BundleBear,smartcontracts/simple-optimism-node,2025-10-21T18:41:20.715894+00:00,0.0010505
gg24,senior-dev,risc0/risc0-ethereum,growthepie/gtp-dna,risc0/risc0-ethereum,2025-10-21T18:41:20.761797+00:00,0.00067225
gg24,founder,han0110/bench-hash-in-snark,succinctlabs/sp1,succinctlabs/sp1,2025-10-21T18:41:20.791434+00:00,0.00092675
gg24,founder,NethermindEth/sedge,triplewz/poseidon,NethermindEth/sedge,2025-10-21T18:41:20.861995+00:00,0.0007965
gg24,senior-dev,shamatar/poseidon_hash,brevis-network/Pico-zkCoprocessor,shamatar/poseidon_hash,2025-10-21T18:41:20.949445+00:00,0.00079575
gg24,meta,shamatar/poseidon_hash,brevis-network/Pico-zkCoprocessor,shamatar/poseidon_hash,2025-10-21T18:41:20.955392+00:00,0.000793
gg24,builder,shamatar/poseidon_hash,brevis-network/Pico-zkCoprocessor,shamatar/poseidon_hash,2025-10-21T18:41:20.998545+00:00,0.00066525
gg24,ethereum-dev,scipr-lab/libsnark,ithacaxyz/account,scipr-lab/libsnark,2025-10-21T18:41:21.007251+00:00,0.000924
gg24,ethereum-dev,openvm-org/stark-backend,succinctlabs/sp1,succinctlabs/sp1,2025-10-21T18:41:21.043566+00:00,0.001055
gg24,founder,evmts/guillotine,growthepie/gtp-dna,evmts/guillotine,2025-10-21T18:41:21.069284+00:00,0.000925
gg24,builder,growthepie/gtp-dna,powdr-labs/powdr,powdr-labs/powdr,2025-10-21T18:41:21.140290+00:00,0.000797
gg24,founder,growthepie/gtp-dna,powdr-labs/powdr,powdr-labs/powdr,2025-10-21T18:41:21.204184+00:00,0.000927
gg24,builder,evmts/guillotine,growthepie/gtp-dna,evmts/guillotine,2025-10-21T18:41:21.239564+00:00,0.000955
gg24,founder,openvm-org/stark-backend,succinctlabs/sp1,succinctlabs/sp1,2025-10-21T18:41:21.352419+00:00,0.001055
gg24,meta,openvm-org/stark-backend,succinctlabs/sp1,succinctlabs/sp1,2025-10-21T18:41:21.361344+00:00,0.00079675
