competition_id,juror_id,item_a,item_b,winner,comparison_created_at,comparison_cost
gg24,dev,kamikazebr/owner-sync-safe,openintentsframework/oif-contracts,openintentsframework/oif-contracts,2025-10-21T14:46:30.416482+00:00,0.00068175
gg24,dev,l2beat/l2beat,wealdtech/ethdo,l2beat/l2beat,2025-10-21T14:46:30.912079+00:00,0.0006795
gg24,dev,han0110/bench-hash-in-snark,lambdaclass/lambdaworks,lambdaclass/lambdaworks,2025-10-21T14:46:30.985506+00:00,0.00068875
gg24,dev,beaconlabs-io/muse,pcaversaccio/safe-tx-hashes-util,pcaversaccio/safe-tx-hashes-util,2025-10-21T14:46:31.056443+00:00,0.0008185
gg24,dev,beaconlabs-io/muse,taikoxyz/taiko-mono,taikoxyz/taiko-mono,2025-10-21T14:46:31.853863+00:00,0.000813
gg24,dev,Jam516/BundleBear,openvm-org/stark-backend,openvm-org/stark-backend,2025-10-21T14:46:32.457481+00:00,0.00093475
gg24,dev,Lightprotocol/light-poseidon,wighawag/hardhat-deploy,wighawag/hardhat-deploy,2025-10-21T14:46:32.576854+00:00,0.00093625
gg24,dev,ChaosChain/trustless-agents-erc-ri,succinctlabs/sp1,succinctlabs/sp1,2025-10-21T14:46:32.648381+00:00,0.000945
gg24,dev,brevis-network/Pico-zkCoprocessor,openvm-org/stark-backend,openvm-org/stark-backend,2025-10-21T14:46:33.045792+00:00,0.00106525
gg24,dev,Luganodes/Pectra-Batch-Contract,Pier-Two/Lantern.Discv5,Pier-Two/Lantern.Discv5,2025-10-21T14:46:33.149442+00:00,0.001073
gg24,dev,ritual-net/infernet-node,w3f/bls,w3f/bls,2025-10-21T14:46:33.301544+00:00,0.00093725
gg24,dev,evmts/tevm-monorepo,growthepie/gtp-backend,evmts/tevm-monorepo,2025-10-21T14:46:33.491542+00:00,0.00094225
gg24,dev,stake-house/eth-wizard,verifereum/verifereum,stake-house/eth-wizard,2025-10-21T14:46:33.508222+00:00,0.00093575
gg24,dev,succinctlabs/network,succinctlabs/rsp,succinctlabs/rsp,2025-10-21T14:46:33.629876+00:00,0.0009435
gg24,dev,intellij-solidity/intellij-solidity,Jam516/BundleBear,intellij-solidity/intellij-solidity,2025-10-21T14:46:33.682112+00:00,0.0010635
gg24,dev,brevis-network/Pico-zkCoprocessor,EOA-Blockchain-Labs/ethereumonarm,EOA-Blockchain-Labs/ethereumonarm,2025-10-21T14:46:33.758954+00:00,0.00094125
gg24,dev,axiom-crypto/halo2-lib,verifereum/verifereum,axiom-crypto/halo2-lib,2025-10-21T14:46:33.772811+00:00,0.001066
gg24,dev,ethstaker/ethstaker-deposit-cli,migalabs/armiarma,ethstaker/ethstaker-deposit-cli,2025-10-21T14:46:33.935399+00:00,0.0010705
gg24,dev,evmts/krome,NethermindEth/juno,NethermindEth/juno,2025-10-21T14:46:34.146313+00:00,0.001193
gg24,dev,Certora/CertoraProver,q9f/eth.rb,Certora/CertoraProver,2025-10-21T14:46:34.155456+00:00,0.00107175
gg24,dev,b-wagn/hash-sig,growthepie/gtp-dna,b-wagn/hash-sig,2025-10-21T14:46:34.162256+00:00,0.001068
gg24,dev,Verified-zkEVM/iris-lean,AgnopraxLab/D2PFuzz,AgnopraxLab/D2PFuzz,2025-10-21T14:46:34.270574+00:00,0.0013265
gg24,dev,a16z/halmos,lovesh/bulletproofs-r1cs-gadgets,a16z/halmos,2025-10-21T14:46:34.348789+00:00,0.001069
gg24,dev,dewdrip/eth-mobile,lambdaclass/rex,lambdaclass/rex,2025-10-21T14:46:34.378785+00:00,0.001191
gg24,dev,AgnopraxLab/D2PFuzz,axiom-crypto/axiom-api-cli,AgnopraxLab/D2PFuzz,2025-10-21T14:46:34.516358+00:00,0.000813
gg24,dev,lighthouse-web3/lighthouse-package,skalenetwork/libBLS,skalenetwork/libBLS,2025-10-21T14:46:34.750703+00:00,0.00146225
gg24,dev,jolly-roger-eth/ethereum-indexer,triplewz/poseidon,jolly-roger-eth/ethereum-indexer,2025-10-21T14:46:34.955877+00:00,0.00145225
gg24,dev,growthepie/gtp-dna,ponkila/HomestakerOS,ponkila/HomestakerOS,2025-10-21T14:46:35.018680+00:00,0.00106725
gg24,dev,ethstaker/ethstaker-deposit-cli,q9f/eth.rb,ethstaker/ethstaker-deposit-cli,2025-10-21T14:46:35.460651+00:00,0.00106775
gg24,dev,HorizenLabs/poseidon2,Layr-Labs/eigenx-cli,HorizenLabs/poseidon2,2025-10-21T14:46:35.820222+00:00,0.0015765
