competition_id,juror_id,item_a,item_b,winner,comparison_created_at,comparison_cost
gg24,dev,kamikazebr/owner-sync-safe,LFDT-web3j/web3j,LFDT-web3j/web3j,2025-10-21T14:24:11.503119+00:00,0.000553
gg24,dev,DefiLlama/DefiLlama-Adapters,ethereum/js-ethereum-cryptography,ethereum/js-ethereum-cryptography,2025-10-21T14:24:11.868730+00:00,0.000683
gg24,dev,dusk-network/Poseidon252,lambdaclass/rex,dusk-network/Poseidon252,2025-10-21T14:24:12.113401+00:00,0.00080875
gg24,dev,arkworks-rs/algebra,growthepie/gtp-backend,arkworks-rs/algebra,2025-10-21T14:24:12.692988+00:00,0.000684
gg24,dev,flashbots/rbuilder,migalabs/goteth,flashbots/rbuilder,2025-10-21T14:24:12.945146+00:00,0.00081275
gg24,dev,a16z/halmos,han0110/hash-sig-agg,a16z/halmos,2025-10-21T14:24:12.986574+00:00,0.000934
gg24,dev,ethgas-developer/ethgas-preconf-commit-boost-module,swiss-knife-xyz/swiss-knife,swiss-knife-xyz/swiss-knife,2025-10-21T14:24:13.041870+00:00,0.00081725
gg24,dev,evmts/guillotine,ProjectZKM/zkm-prover,evmts/guillotine,2025-10-21T14:24:13.118768+00:00,0.000809
gg24,dev,Cyfrin/aderyn,openintentsframework/oif-solver,Cyfrin/aderyn,2025-10-21T14:24:13.234838+00:00,0.001068
gg24,dev,keep-starknet-strange/poseidon-rs,wighawag/hardhat-deploy,wighawag/hardhat-deploy,2025-10-21T14:24:13.784188+00:00,0.00081125
gg24,dev,easpulse/easpulse.com,NethermindEth/Forta-Agents,NethermindEth/Forta-Agents,2025-10-21T14:24:13.878634+00:00,0.000815
gg24,dev,attestantio/vouch,ethlimo/dweb-proxy-api,attestantio/vouch,2025-10-21T14:24:13.906088+00:00,0.00106225
gg24,dev,holiman/goevmlab,ProjectZKM/zkm-prover,holiman/goevmlab,2025-10-21T14:24:14.125636+00:00,0.000935
gg24,dev,ethui/ethui,ritual-net/infernet-sdk,ethui/ethui,2025-10-21T14:24:14.132116+00:00,0.001063
gg24,dev,0xMiden/miden-vm,BuidlGuidl/buidlguidl-client,0xMiden/miden-vm,2025-10-21T14:24:14.215997+00:00,0.00106725
gg24,dev,arnaucube/poseidon-rs,ritual-net/infernet-node,arnaucube/poseidon-rs,2025-10-21T14:24:14.376900+00:00,0.00132325
gg24,dev,0xPolygonHermez/zisk-eth-client,openlabelsinitiative/OLI,openlabelsinitiative/OLI,2025-10-21T14:24:14.384150+00:00,0.001064
gg24,dev,flashbots/relay-specs,han0110/plonkish,flashbots/relay-specs,2025-10-21T14:24:14.504511+00:00,0.001189
gg24,dev,0xMiden/miden-vm,herumi/bls,herumi/bls,2025-10-21T14:24:14.621840+00:00,0.0010605
gg24,dev,ethereum/js-ethereum-cryptography,Pier-Two/Lantern.Discv5,ethereum/js-ethereum-cryptography,2025-10-21T14:24:14.654189+00:00,0.000941
gg24,dev,Elefria-Labs/evm-tools,iden3/snarkjs,iden3/snarkjs,2025-10-21T14:24:14.775511+00:00,0.001192
gg24,dev,iggy-social/iggy-social-frontend,serenita-org/vero,serenita-org/vero,2025-10-21T14:24:14.795572+00:00,0.0010685
gg24,dev,manojkgorle/brainfuckvm,powdr-labs/powdr,powdr-labs/powdr,2025-10-21T14:24:14.853915+00:00,0.0008135
gg24,dev,AgnopraxLab/D2PFuzz,coincashew/EthPillar,coincashew/EthPillar,2025-10-21T14:24:14.920582+00:00,0.001198
gg24,dev,BootNodeDev/intents-framework,gattaca-com/helix,BootNodeDev/intents-framework,2025-10-21T14:24:15.041459+00:00,0.0014465
gg24,dev,ConsenSysDiligence/sol-dbg,ephemery-testnet/ephemery-genesis,ConsenSysDiligence/sol-dbg,2025-10-21T14:24:15.112726+00:00,0.00106775
gg24,dev,DefiLlama/DefiLlama-Adapters,EspressoSystems/jellyfish,DefiLlama/DefiLlama-Adapters,2025-10-21T14:24:15.200554+00:00,0.00106625
gg24,dev,keep-starknet-strange/garaga,triplewz/poseidon,keep-starknet-strange/garaga,2025-10-21T14:24:15.281747+00:00,0.00119825
gg24,dev,growthepie/gtp-frontend,openlabelsinitiative/OLI,openlabelsinitiative/OLI,2025-10-21T14:24:15.419732+00:00,0.00119225
gg24,dev,0xPolygonHermez/pil2-proofman,evmts/guillotine,0xPolygonHermez/pil2-proofman,2025-10-21T14:24:15.462137+00:00,0.00132225
gg24,dev,attestantio/dirk,Lay3rLabs/WAVS,attestantio/dirk,2025-10-21T14:24:15.520841+00:00,0.001190
gg24,dev,growthepie/gtp-frontend,ritual-net/infernet-node,ritual-net/infernet-node,2025-10-21T14:24:15.534477+00:00,0.0010675
gg24,dev,openintentsframework/oif-solver,risc0/RustCrypto-elliptic-curves,risc0/RustCrypto-elliptic-curves,2025-10-21T14:24:15.579504+00:00,0.0012035
gg24,dev,keep-starknet-strange/poseidon-rs,lambdaclass/rex,keep-starknet-strange/poseidon-rs,2025-10-21T14:24:15.586684+00:00,0.00132275
gg24,dev,iden3/snarkjs,succinctlabs/op-succinct,iden3/snarkjs,2025-10-21T14:24:15.602843+00:00,0.0011955
gg24,dev,corpus-core/colibri-stateless,ponkila/HomestakerOS,ponkila/HomestakerOS,2025-10-21T14:24:15.630317+00:00,0.00119475
gg24,dev,Elefria-Labs/evm-tools,ithacaxyz/relay,ithacaxyz/relay,2025-10-21T14:24:15.655837+00:00,0.00106425
gg24,dev,paulmillr/noble-curves,Plonky3/Plonky3,paulmillr/noble-curves,2025-10-21T14:24:15.667940+00:00,0.0011975
gg24,dev,ethereum/js-ethereum-cryptography,shazow/whatsabi,ethereum/js-ethereum-cryptography,2025-10-21T14:24:15.677608+00:00,0.001198
gg24,dev,dappnode/DAppNode,open-rpc/client-js,dappnode/DAppNode,2025-10-21T14:24:15.694853+00:00,0.0013185
gg24,dev,Blobscan/blobscan,growthepie/gtp-frontend,Blobscan/blobscan,2025-10-21T14:24:15.701567+00:00,0.00132
gg24,dev,axiom-crypto/halo2-lib,corpus-core/colibri-stateless,axiom-crypto/halo2-lib,2025-10-21T14:24:15.802629+00:00,0.00119375
gg24,dev,growthepie/gtp-frontend,taikoxyz/raiko,taikoxyz/raiko,2025-10-21T14:24:15.809223+00:00,0.0010705
gg24,dev,Blobscan/blobscan,gattaca-com/helix,Blobscan/blobscan,2025-10-21T14:24:15.901643+00:00,0.001189
gg24,dev,Cyfrin/aderyn,shazow/whatsabi,shazow/whatsabi,2025-10-21T14:24:15.997583+00:00,0.00119675
